DatePQ,Average Birth Rate,Year,Month Name,Day,Day Name,Month Number,Day of the week Number
16-Oct-05,7432,2005,October,16,Sunday,10,7
23-Oct-05,7371,2005,October,23,Sunday,10,7
30-Oct-05,7459,2005,October,30,Sunday,10,7
1-Oct-06,8263,2006,October,1,Sunday,10,7
8-Oct-06,7940,2006,October,8,Sunday,10,7
15-Oct-06,7757,2006,October,15,Sunday,10,7
22-Oct-06,7805,2006,October,22,Sunday,10,7
29-Oct-06,7974,2006,October,29,Sunday,10,7
7-Oct-07,7858,2007,October,7,Sunday,10,7
14-Oct-07,7579,2007,October,14,Sunday,10,7
21-Oct-07,7723,2007,October,21,Sunday,10,7
28-Oct-07,7560,2007,October,28,Sunday,10,7
5-Oct-08,7609,2008,October,5,Sunday,10,7
12-Oct-08,7590,2008,October,12,Sunday,10,7
19-Oct-08,7205,2008,October,19,Sunday,10,7
26-Oct-08,7318,2008,October,26,Sunday,10,7
4-Oct-09,7443,2009,October,4,Sunday,10,7
11-Oct-09,7268,2009,October,11,Sunday,10,7
18-Oct-09,7356,2009,October,18,Sunday,10,7
25-Oct-09,7120,2009,October,25,Sunday,10,7
3-Oct-10,7380,2010,October,3,Sunday,10,7
10-Oct-10,8490,2010,October,10,Sunday,10,7
17-Oct-10,7181,2010,October,17,Sunday,10,7
24-Oct-10,7242,2010,October,24,Sunday,10,7
31-Oct-10,6895,2010,October,31,Sunday,10,7
2-Oct-11,7419,2011,October,2,Sunday,10,7
9-Oct-11,7160,2011,October,9,Sunday,10,7
16-Oct-11,7145,2011,October,16,Sunday,10,7
23-Oct-11,7104,2011,October,23,Sunday,10,7
30-Oct-11,6870,2011,October,30,Sunday,10,7
7-Oct-12,7367,2012,October,7,Sunday,10,7
14-Oct-12,7408,2012,October,14,Sunday,10,7
21-Oct-12,7279,2012,October,21,Sunday,10,7
28-Oct-12,7362,2012,October,28,Sunday,10,7
6-Oct-13,7471,2013,October,6,Sunday,10,7
13-Oct-13,7172,2013,October,13,Sunday,10,7
20-Oct-13,7121,2013,October,20,Sunday,10,7
27-Oct-13,7139,2013,October,27,Sunday,10,7
5-Oct-14,7484,2014,October,5,Sunday,10,7
12-Oct-14,7283,2014,October,12,Sunday,10,7
19-Oct-14,7279,2014,October,19,Sunday,10,7
26-Oct-14,7576,2014,October,26,Sunday,10,7
2-Oct-94,8477,1994,October,2,Sunday,10,7
9-Oct-94,8038,1994,October,9,Sunday,10,7
16-Oct-94,8022,1994,October,16,Sunday,10,7
23-Oct-94,7914,1994,October,23,Sunday,10,7
30-Oct-94,8262,1994,October,30,Sunday,10,7
1-Oct-95,8545,1995,October,1,Sunday,10,7
8-Oct-95,7997,1995,October,8,Sunday,10,7
15-Oct-95,7996,1995,October,15,Sunday,10,7
22-Oct-95,7827,1995,October,22,Sunday,10,7
29-Oct-95,7876,1995,October,29,Sunday,10,7
6-Oct-96,7960,1996,October,6,Sunday,10,7
13-Oct-96,7970,1996,October,13,Sunday,10,7
20-Oct-96,7786,1996,October,20,Sunday,10,7
27-Oct-96,8061,1996,October,27,Sunday,10,7
5-Oct-97,7726,1997,October,5,Sunday,10,7
12-Oct-97,7358,1997,October,12,Sunday,10,7
19-Oct-97,7604,1997,October,19,Sunday,10,7
26-Oct-97,8000,1997,October,26,Sunday,10,7
4-Oct-98,7927,1998,October,4,Sunday,10,7
11-Oct-98,7785,1998,October,11,Sunday,10,7
18-Oct-98,7795,1998,October,18,Sunday,10,7
25-Oct-98,7768,1998,October,25,Sunday,10,7
3-Oct-99,7888,1999,October,3,Sunday,10,7
10-Oct-99,7835,1999,October,10,Sunday,10,7
17-Oct-99,7562,1999,October,17,Sunday,10,7
24-Oct-99,7465,1999,October,24,Sunday,10,7
31-Oct-99,7495,1999,October,31,Sunday,10,7
6-Aug-00,8275.5,2000,August,6,Sunday,8,7
13-Aug-00,8243.5,2000,August,13,Sunday,8,7
20-Aug-00,8234,2000,August,20,Sunday,8,7
27-Aug-00,8163,2000,August,27,Sunday,8,7
5-Aug-01,8005,2001,August,5,Sunday,8,7
12-Aug-01,8195.5,2001,August,12,Sunday,8,7
19-Aug-01,7877,2001,August,19,Sunday,8,7
26-Aug-01,8046,2001,August,26,Sunday,8,7
4-Aug-02,7761,2002,August,4,Sunday,8,7
11-Aug-02,7919.5,2002,August,11,Sunday,8,7
18-Aug-02,7868.5,2002,August,18,Sunday,8,7
25-Aug-02,7897,2002,August,25,Sunday,8,7
3-Aug-03,7770,2003,August,3,Sunday,8,7
10-Aug-03,7903,2003,August,10,Sunday,8,7
17-Aug-03,8099.5,2003,August,17,Sunday,8,7
24-Aug-03,7897,2003,August,24,Sunday,8,7
31-Aug-03,7804,2003,August,31,Sunday,8,7
1-Aug-04,7837,2004,August,1,Sunday,8,7
8-Aug-04,7773,2004,August,8,Sunday,8,7
15-Aug-04,7885,2004,August,15,Sunday,8,7
22-Aug-04,7950,2004,August,22,Sunday,8,7
29-Aug-04,7783,2004,August,29,Sunday,8,7
7-Aug-05,7662,2005,August,7,Sunday,8,7
14-Aug-05,7867,2005,August,14,Sunday,8,7
21-Aug-05,7776,2005,August,21,Sunday,8,7
28-Aug-05,7743,2005,August,28,Sunday,8,7
6-Aug-06,7881,2006,August,6,Sunday,8,7
13-Aug-06,7979,2006,August,13,Sunday,8,7
20-Aug-06,8217,2006,August,20,Sunday,8,7
27-Aug-06,8144,2006,August,27,Sunday,8,7
5-Aug-07,8160,2007,August,5,Sunday,8,7
12-Aug-07,7945,2007,August,12,Sunday,8,7
19-Aug-07,8115,2007,August,19,Sunday,8,7
26-Aug-07,8025,2007,August,26,Sunday,8,7
3-Aug-08,7911,2008,August,3,Sunday,8,7
10-Aug-08,7951,2008,August,10,Sunday,8,7
17-Aug-08,7848,2008,August,17,Sunday,8,7
24-Aug-08,8008,2008,August,24,Sunday,8,7
31-Aug-08,8002,2008,August,31,Sunday,8,7
2-Aug-09,7492,2009,August,2,Sunday,8,7
9-Aug-09,7683,2009,August,9,Sunday,8,7
16-Aug-09,7750,2009,August,16,Sunday,8,7
23-Aug-09,7650,2009,August,23,Sunday,8,7
30-Aug-09,7702,2009,August,30,Sunday,8,7
1-Aug-10,7370,2010,August,1,Sunday,8,7
8-Aug-10,7361,2010,August,8,Sunday,8,7
15-Aug-10,7352,2010,August,15,Sunday,8,7
22-Aug-10,7461,2010,August,22,Sunday,8,7
29-Aug-10,7496,2010,August,29,Sunday,8,7
7-Aug-11,7605,2011,August,7,Sunday,8,7
14-Aug-11,7470,2011,August,14,Sunday,8,7
21-Aug-11,7493,2011,August,21,Sunday,8,7
28-Aug-11,7633,2011,August,28,Sunday,8,7
5-Aug-12,7693,2012,August,5,Sunday,8,7
12-Aug-12,7630,2012,August,12,Sunday,8,7
19-Aug-12,7678,2012,August,19,Sunday,8,7
26-Aug-12,7629,2012,August,26,Sunday,8,7
4-Aug-13,7600,2013,August,4,Sunday,8,7
11-Aug-13,7797,2013,August,11,Sunday,8,7
18-Aug-13,7612,2013,August,18,Sunday,8,7
25-Aug-13,7638,2013,August,25,Sunday,8,7
3-Aug-14,7679,2014,August,3,Sunday,8,7
10-Aug-14,7832,2014,August,10,Sunday,8,7
17-Aug-14,7783,2014,August,17,Sunday,8,7
24-Aug-14,7630,2014,August,24,Sunday,8,7
31-Aug-14,7884,2014,August,31,Sunday,8,7
7-Aug-94,8517,1994,August,7,Sunday,8,7
14-Aug-94,8926,1994,August,14,Sunday,8,7
21-Aug-94,8663,1994,August,21,Sunday,8,7
28-Aug-94,8779,1994,August,28,Sunday,8,7
6-Aug-95,8346,1995,August,6,Sunday,8,7
13-Aug-95,8421,1995,August,13,Sunday,8,7
20-Aug-95,8434,1995,August,20,Sunday,8,7
27-Aug-95,8509,1995,August,27,Sunday,8,7
4-Aug-96,8327,1996,August,4,Sunday,8,7
11-Aug-96,8310,1996,August,11,Sunday,8,7
18-Aug-96,8305,1996,August,18,Sunday,8,7
25-Aug-96,8212,1996,August,25,Sunday,8,7
3-Aug-97,8044,1997,August,3,Sunday,8,7
10-Aug-97,8174,1997,August,10,Sunday,8,7
17-Aug-97,8125,1997,August,17,Sunday,8,7
24-Aug-97,8053,1997,August,24,Sunday,8,7
31-Aug-97,8075,1997,August,31,Sunday,8,7
2-Aug-98,7876,1998,August,2,Sunday,8,7
9-Aug-98,8168,1998,August,9,Sunday,8,7
16-Aug-98,8176,1998,August,16,Sunday,8,7
23-Aug-98,8252,1998,August,23,Sunday,8,7
30-Aug-98,8162,1998,August,30,Sunday,8,7
1-Aug-99,8167,1999,August,1,Sunday,8,7
8-Aug-99,8074,1999,August,8,Sunday,8,7
15-Aug-99,8190,1999,August,15,Sunday,8,7
22-Aug-99,7964,1999,August,22,Sunday,8,7
29-Aug-99,8203,1999,August,29,Sunday,8,7
2-Jul-00,8016.5,2000,July,2,Sunday,7,7
9-Jul-00,8510.5,2000,July,9,Sunday,7,7
16-Jul-00,8368,2000,July,16,Sunday,7,7
23-Jul-00,8088.5,2000,July,23,Sunday,7,7
30-Jul-00,8366.5,2000,July,30,Sunday,7,7
1-Jul-01,8049,2001,July,1,Sunday,7,7
8-Jul-01,8185,2001,July,8,Sunday,7,7
15-Jul-01,7984.5,2001,July,15,Sunday,7,7
22-Jul-01,8038.5,2001,July,22,Sunday,7,7
29-Jul-01,7839.5,2001,July,29,Sunday,7,7
7-Jul-02,8015.5,2002,July,7,Sunday,7,7
14-Jul-02,7832.5,2002,July,14,Sunday,7,7
21-Jul-02,7888.5,2002,July,21,Sunday,7,7
28-Jul-02,7863.5,2002,July,28,Sunday,7,7
6-Jul-03,7830,2003,July,6,Sunday,7,7
13-Jul-03,7906.5,2003,July,13,Sunday,7,7
20-Jul-03,8006,2003,July,20,Sunday,7,7
27-Jul-03,7785,2003,July,27,Sunday,7,7
4-Jul-04,7820,2004,July,4,Sunday,7,7
11-Jul-04,7862,2004,July,11,Sunday,7,7
18-Jul-04,7797,2004,July,18,Sunday,7,7
25-Jul-04,7549,2004,July,25,Sunday,7,7
3-Jul-05,7668,2005,July,3,Sunday,7,7
10-Jul-05,7829,2005,July,10,Sunday,7,7
17-Jul-05,7793,2005,July,17,Sunday,7,7
24-Jul-05,7762,2005,July,24,Sunday,7,7
31-Jul-05,7743,2005,July,31,Sunday,7,7
2-Jul-06,7817,2006,July,2,Sunday,7,7
9-Jul-06,8088,2006,July,9,Sunday,7,7
16-Jul-06,8150,2006,July,16,Sunday,7,7
23-Jul-06,8156,2006,July,23,Sunday,7,7
30-Jul-06,8105,2006,July,30,Sunday,7,7
1-Jul-07,7937,2007,July,1,Sunday,7,7
8-Jul-07,8322,2007,July,8,Sunday,7,7
15-Jul-07,7983,2007,July,15,Sunday,7,7
22-Jul-07,7963,2007,July,22,Sunday,7,7
29-Jul-07,8116,2007,July,29,Sunday,7,7
6-Jul-08,7725,2008,July,6,Sunday,7,7
13-Jul-08,7885,2008,July,13,Sunday,7,7
20-Jul-08,7999,2008,July,20,Sunday,7,7
27-Jul-08,7940,2008,July,27,Sunday,7,7
5-Jul-09,7333,2009,July,5,Sunday,7,7
12-Jul-09,7627,2009,July,12,Sunday,7,7
19-Jul-09,7536,2009,July,19,Sunday,7,7
26-Jul-09,7716,2009,July,26,Sunday,7,7
4-Jul-10,7279,2010,July,4,Sunday,7,7
11-Jul-10,7382,2010,July,11,Sunday,7,7
18-Jul-10,7352,2010,July,18,Sunday,7,7
25-Jul-10,7392,2010,July,25,Sunday,7,7
3-Jul-11,7489,2011,July,3,Sunday,7,7
10-Jul-11,7635,2011,July,10,Sunday,7,7
17-Jul-11,7637,2011,July,17,Sunday,7,7
24-Jul-11,7351,2011,July,24,Sunday,7,7
31-Jul-11,7450,2011,July,31,Sunday,7,7
1-Jul-12,7550,2012,July,1,Sunday,7,7
8-Jul-12,7541,2012,July,8,Sunday,7,7
15-Jul-12,7559,2012,July,15,Sunday,7,7
22-Jul-12,7531,2012,July,22,Sunday,7,7
29-Jul-12,7550,2012,July,29,Sunday,7,7
7-Jul-13,7454,2013,July,7,Sunday,7,7
14-Jul-13,7536,2013,July,14,Sunday,7,7
21-Jul-13,7564,2013,July,21,Sunday,7,7
28-Jul-13,7492,2013,July,28,Sunday,7,7
6-Jul-14,7568,2014,July,6,Sunday,7,7
13-Jul-14,7626,2014,July,13,Sunday,7,7
20-Jul-14,7567,2014,July,20,Sunday,7,7
27-Jul-14,7822,2014,July,27,Sunday,7,7
3-Jul-94,8298,1994,July,3,Sunday,7,7
10-Jul-94,8684,1994,July,10,Sunday,7,7
17-Jul-94,8848,1994,July,17,Sunday,7,7
24-Jul-94,8734,1994,July,24,Sunday,7,7
31-Jul-94,8590,1994,July,31,Sunday,7,7
2-Jul-95,8256,1995,July,2,Sunday,7,7
9-Jul-95,8506,1995,July,9,Sunday,7,7
16-Jul-95,8516,1995,July,16,Sunday,7,7
23-Jul-95,8483,1995,July,23,Sunday,7,7
30-Jul-95,8384,1995,July,30,Sunday,7,7
7-Jul-96,8248,1996,July,7,Sunday,7,7
14-Jul-96,8358,1996,July,14,Sunday,7,7
21-Jul-96,8349,1996,July,21,Sunday,7,7
28-Jul-96,8227,1996,July,28,Sunday,7,7
6-Jul-97,7860,1997,July,6,Sunday,7,7
13-Jul-97,8092,1997,July,13,Sunday,7,7
20-Jul-97,7973,1997,July,20,Sunday,7,7
27-Jul-97,8213,1997,July,27,Sunday,7,7
5-Jul-98,7694,1998,July,5,Sunday,7,7
12-Jul-98,8096,1998,July,12,Sunday,7,7
19-Jul-98,8018,1998,July,19,Sunday,7,7
26-Jul-98,8069,1998,July,26,Sunday,7,7
4-Jul-99,7973,1999,July,4,Sunday,7,7
11-Jul-99,7882,1999,July,11,Sunday,7,7
18-Jul-99,8025,1999,July,18,Sunday,7,7
25-Jul-99,8182,1999,July,25,Sunday,7,7
5-Mar-00,7666.5,2000,March,5,Sunday,3,7
12-Mar-00,7849.5,2000,March,12,Sunday,3,7
19-Mar-00,7702.5,2000,March,19,Sunday,3,7
26-Mar-00,7745,2000,March,26,Sunday,3,7
4-Mar-01,7737,2001,March,4,Sunday,3,7
11-Mar-01,7630.5,2001,March,11,Sunday,3,7
18-Mar-01,7462.5,2001,March,18,Sunday,3,7
25-Mar-01,7744.5,2001,March,25,Sunday,3,7
3-Mar-02,7560.5,2002,March,3,Sunday,3,7
10-Mar-02,7581,2002,March,10,Sunday,3,7
17-Mar-02,7603,2002,March,17,Sunday,3,7
24-Mar-02,7366.5,2002,March,24,Sunday,3,7
31-Mar-02,7051,2002,March,31,Sunday,3,7
2-Mar-03,7491.5,2003,March,2,Sunday,3,7
9-Mar-03,7343.5,2003,March,9,Sunday,3,7
16-Mar-03,7429.5,2003,March,16,Sunday,3,7
23-Mar-03,7361.5,2003,March,23,Sunday,3,7
30-Mar-03,7446,2003,March,30,Sunday,3,7
7-Mar-04,7304,2004,March,7,Sunday,3,7
14-Mar-04,7401,2004,March,14,Sunday,3,7
21-Mar-04,7548,2004,March,21,Sunday,3,7
28-Mar-04,7549,2004,March,28,Sunday,3,7
6-Mar-05,7382,2005,March,6,Sunday,3,7
13-Mar-05,7239,2005,March,13,Sunday,3,7
20-Mar-05,7454,2005,March,20,Sunday,3,7
27-Mar-05,6923,2005,March,27,Sunday,3,7
5-Mar-06,7440,2006,March,5,Sunday,3,7
12-Mar-06,7558,2006,March,12,Sunday,3,7
19-Mar-06,7355,2006,March,19,Sunday,3,7
26-Mar-06,7403,2006,March,26,Sunday,3,7
4-Mar-07,7566,2007,March,4,Sunday,3,7
11-Mar-07,7390,2007,March,11,Sunday,3,7
18-Mar-07,7681,2007,March,18,Sunday,3,7
25-Mar-07,7785,2007,March,25,Sunday,3,7
2-Mar-08,7535,2008,March,2,Sunday,3,7
9-Mar-08,7216,2008,March,9,Sunday,3,7
16-Mar-08,7626,2008,March,16,Sunday,3,7
23-Mar-08,7174,2008,March,23,Sunday,3,7
30-Mar-08,7368,2008,March,30,Sunday,3,7
1-Mar-09,7342,2009,March,1,Sunday,3,7
8-Mar-09,7314,2009,March,8,Sunday,3,7
15-Mar-09,7130,2009,March,15,Sunday,3,7
22-Mar-09,7168,2009,March,22,Sunday,3,7
29-Mar-09,7348,2009,March,29,Sunday,3,7
7-Mar-10,6887,2010,March,7,Sunday,3,7
14-Mar-10,6808,2010,March,14,Sunday,3,7
21-Mar-10,6992,2010,March,21,Sunday,3,7
28-Mar-10,6922,2010,March,28,Sunday,3,7
6-Mar-11,6950,2011,March,6,Sunday,3,7
13-Mar-11,6557,2011,March,13,Sunday,3,7
20-Mar-11,7024,2011,March,20,Sunday,3,7
27-Mar-11,6871,2011,March,27,Sunday,3,7
4-Mar-12,7021,2012,March,4,Sunday,3,7
11-Mar-12,6497,2012,March,11,Sunday,3,7
18-Mar-12,6918,2012,March,18,Sunday,3,7
25-Mar-12,6915,2012,March,25,Sunday,3,7
3-Mar-13,7098,2013,March,3,Sunday,3,7
10-Mar-13,6610,2013,March,10,Sunday,3,7
17-Mar-13,7134,2013,March,17,Sunday,3,7
24-Mar-13,6956,2013,March,24,Sunday,3,7
31-Mar-13,6735,2013,March,31,Sunday,3,7
2-Mar-14,7267,2014,March,2,Sunday,3,7
9-Mar-14,6789,2014,March,9,Sunday,3,7
16-Mar-14,6973,2014,March,16,Sunday,3,7
23-Mar-14,7147,2014,March,23,Sunday,3,7
30-Mar-14,7215,2014,March,30,Sunday,3,7
6-Mar-94,8389,1994,March,6,Sunday,3,7
13-Mar-94,8248,1994,March,13,Sunday,3,7
20-Mar-94,8243,1994,March,20,Sunday,3,7
27-Mar-94,8189,1994,March,27,Sunday,3,7
5-Mar-95,7984,1995,March,5,Sunday,3,7
12-Mar-95,7859,1995,March,12,Sunday,3,7
19-Mar-95,7787,1995,March,19,Sunday,3,7
26-Mar-95,7614,1995,March,26,Sunday,3,7
3-Mar-96,7885,1996,March,3,Sunday,3,7
10-Mar-96,7512,1996,March,10,Sunday,3,7
17-Mar-96,8010,1996,March,17,Sunday,3,7
24-Mar-96,8002,1996,March,24,Sunday,3,7
31-Mar-96,7956,1996,March,31,Sunday,3,7
2-Mar-97,7681,1997,March,2,Sunday,3,7
9-Mar-97,7649,1997,March,9,Sunday,3,7
16-Mar-97,7617,1997,March,16,Sunday,3,7
23-Mar-97,7594,1997,March,23,Sunday,3,7
30-Mar-97,7458,1997,March,30,Sunday,3,7
1-Mar-98,7798,1998,March,1,Sunday,3,7
8-Mar-98,7699,1998,March,8,Sunday,3,7
15-Mar-98,7808,1998,March,15,Sunday,3,7
22-Mar-98,7625,1998,March,22,Sunday,3,7
29-Mar-98,7831,1998,March,29,Sunday,3,7
7-Mar-99,7578,1999,March,7,Sunday,3,7
14-Mar-99,7549,1999,March,14,Sunday,3,7
21-Mar-99,7582,1999,March,21,Sunday,3,7
28-Mar-99,7389,1999,March,28,Sunday,3,7
2-Jan-00,7911,2000,January,2,Sunday,1,7
9-Jan-00,7842.5,2000,January,9,Sunday,1,7
16-Jan-00,7578,2000,January,16,Sunday,1,7
23-Jan-00,7784,2000,January,23,Sunday,1,7
30-Jan-00,7683.5,2000,January,30,Sunday,1,7
7-Jan-01,7815,2001,January,7,Sunday,1,7
14-Jan-01,7746,2001,January,14,Sunday,1,7
21-Jan-01,7759,2001,January,21,Sunday,1,7
28-Jan-01,7701,2001,January,28,Sunday,1,7
6-Jan-02,7576,2002,January,6,Sunday,1,7
13-Jan-02,7413,2002,January,13,Sunday,1,7
20-Jan-02,7400,2002,January,20,Sunday,1,7
27-Jan-02,7448.5,2002,January,27,Sunday,1,7
5-Jan-03,7430,2003,January,5,Sunday,1,7
12-Jan-03,7255.5,2003,January,12,Sunday,1,7
19-Jan-03,7432,2003,January,19,Sunday,1,7
26-Jan-03,7342,2003,January,26,Sunday,1,7
4-Jan-04,7359,2004,January,4,Sunday,1,7
11-Jan-04,7316,2004,January,11,Sunday,1,7
18-Jan-04,7512,2004,January,18,Sunday,1,7
25-Jan-04,7556,2004,January,25,Sunday,1,7
2-Jan-05,6871,2005,January,2,Sunday,1,7
9-Jan-05,7169,2005,January,9,Sunday,1,7
16-Jan-05,7192,2005,January,16,Sunday,1,7
23-Jan-05,7376,2005,January,23,Sunday,1,7
30-Jan-05,7402,2005,January,30,Sunday,1,7
1-Jan-06,7137,2006,January,1,Sunday,1,7
8-Jan-06,7409,2006,January,8,Sunday,1,7
15-Jan-06,7312,2006,January,15,Sunday,1,7
22-Jan-06,7442,2006,January,22,Sunday,1,7
29-Jan-06,7572,2006,January,29,Sunday,1,7
7-Jan-07,7580,2007,January,7,Sunday,1,7
14-Jan-07,7653,2007,January,14,Sunday,1,7
21-Jan-07,7563,2007,January,21,Sunday,1,7
28-Jan-07,7633,2007,January,28,Sunday,1,7
6-Jan-08,7610,2008,January,6,Sunday,1,7
13-Jan-08,7407,2008,January,13,Sunday,1,7
20-Jan-08,7481,2008,January,20,Sunday,1,7
27-Jan-08,7643,2008,January,27,Sunday,1,7
4-Jan-09,7283,2009,January,4,Sunday,1,7
11-Jan-09,7122,2009,January,11,Sunday,1,7
18-Jan-09,7151,2009,January,18,Sunday,1,7
25-Jan-09,7261,2009,January,25,Sunday,1,7
3-Jan-10,6988,2010,January,3,Sunday,1,7
10-Jan-10,6963,2010,January,10,Sunday,1,7
17-Jan-10,7131,2010,January,17,Sunday,1,7
24-Jan-10,7014,2010,January,24,Sunday,1,7
31-Jan-10,6832,2010,January,31,Sunday,1,7
2-Jan-11,6540,2011,January,2,Sunday,1,7
9-Jan-11,6933,2011,January,9,Sunday,1,7
16-Jan-11,7046,2011,January,16,Sunday,1,7
23-Jan-11,7005,2011,January,23,Sunday,1,7
30-Jan-11,6888,2011,January,30,Sunday,1,7
1-Jan-12,6629,2012,January,1,Sunday,1,7
8-Jan-12,6887,2012,January,8,Sunday,1,7
15-Jan-12,6899,2012,January,15,Sunday,1,7
22-Jan-12,6816,2012,January,22,Sunday,1,7
29-Jan-12,6733,2012,January,29,Sunday,1,7
6-Jan-13,7271,2013,January,6,Sunday,1,7
13-Jan-13,7092,2013,January,13,Sunday,1,7
20-Jan-13,7001,2013,January,20,Sunday,1,7
27-Jan-13,6916,2013,January,27,Sunday,1,7
5-Jan-14,7174,2014,January,5,Sunday,1,7
12-Jan-14,7298,2014,January,12,Sunday,1,7
19-Jan-14,6924,2014,January,19,Sunday,1,7
26-Jan-14,7424,2014,January,26,Sunday,1,7
2-Jan-94,7772,1994,January,2,Sunday,1,7
9-Jan-94,7910,1994,January,9,Sunday,1,7
16-Jan-94,8123,1994,January,16,Sunday,1,7
23-Jan-94,8310,1994,January,23,Sunday,1,7
30-Jan-94,8096,1994,January,30,Sunday,1,7
1-Jan-95,7828,1995,January,1,Sunday,1,7
8-Jan-95,7821,1995,January,8,Sunday,1,7
15-Jan-95,7988,1995,January,15,Sunday,1,7
22-Jan-95,7956,1995,January,22,Sunday,1,7
29-Jan-95,8009,1995,January,29,Sunday,1,7
7-Jan-96,7735,1996,January,7,Sunday,1,7
14-Jan-96,7685,1996,January,14,Sunday,1,7
21-Jan-96,7701,1996,January,21,Sunday,1,7
28-Jan-96,7533,1996,January,28,Sunday,1,7
5-Jan-97,7657,1997,January,5,Sunday,1,7
12-Jan-97,7524,1997,January,12,Sunday,1,7
19-Jan-97,7527,1997,January,19,Sunday,1,7
26-Jan-97,7526,1997,January,26,Sunday,1,7
4-Jan-98,7807,1998,January,4,Sunday,1,7
11-Jan-98,7642,1998,January,11,Sunday,1,7
18-Jan-98,7690,1998,January,18,Sunday,1,7
25-Jan-98,7586,1998,January,25,Sunday,1,7
3-Jan-99,7416,1999,January,3,Sunday,1,7
10-Jan-99,7704,1999,January,10,Sunday,1,7
17-Jan-99,7679,1999,January,17,Sunday,1,7
24-Jan-99,7597,1999,January,24,Sunday,1,7
31-Jan-99,7445,1999,January,31,Sunday,1,7
3-Jan-00,11243,2000,January,3,Monday,1,1
10-Jan-00,11543,2000,January,10,Monday,1,1
17-Jan-00,10712.5,2000,January,17,Monday,1,1
24-Jan-00,11316.5,2000,January,24,Monday,1,1
31-Jan-00,11007.5,2000,January,31,Monday,1,1
1-Jan-01,7550,2001,January,1,Monday,1,1
8-Jan-01,11343,2001,January,8,Monday,1,1
15-Jan-01,10823,2001,January,15,Monday,1,1
22-Jan-01,11331.5,2001,January,22,Monday,1,1
29-Jan-01,11391,2001,January,29,Monday,1,1
7-Jan-02,11459.5,2002,January,7,Monday,1,1
14-Jan-02,11437,2002,January,14,Monday,1,1
21-Jan-02,10831,2002,January,21,Monday,1,1
28-Jan-02,11246.5,2002,January,28,Monday,1,1
6-Jan-03,11292,2003,January,6,Monday,1,1
13-Jan-03,11107,2003,January,13,Monday,1,1
20-Jan-03,10943.5,2003,January,20,Monday,1,1
27-Jan-03,11324.5,2003,January,27,Monday,1,1
5-Jan-04,11489,2004,January,5,Monday,1,1
12-Jan-04,11813,2004,January,12,Monday,1,1
19-Jan-04,11152,2004,January,19,Monday,1,1
26-Jan-04,11611,2004,January,26,Monday,1,1
3-Jan-05,11153,2005,January,3,Monday,1,1
10-Jan-05,11803,2005,January,10,Monday,1,1
17-Jan-05,11059,2005,January,17,Monday,1,1
24-Jan-05,11716,2005,January,24,Monday,1,1
31-Jan-05,11530,2005,January,31,Monday,1,1
2-Jan-06,8198,2006,January,2,Monday,1,1
9-Jan-06,11809,2006,January,9,Monday,1,1
16-Jan-06,11477,2006,January,16,Monday,1,1
23-Jan-06,12102,2006,January,23,Monday,1,1
30-Jan-06,12150,2006,January,30,Monday,1,1
1-Jan-07,7322,2007,January,1,Monday,1,1
8-Jan-07,12315,2007,January,8,Monday,1,1
15-Jan-07,11820,2007,January,15,Monday,1,1
22-Jan-07,12454,2007,January,22,Monday,1,1
29-Jan-07,12402,2007,January,29,Monday,1,1
7-Jan-08,12335,2008,January,7,Monday,1,1
14-Jan-08,12566,2008,January,14,Monday,1,1
21-Jan-08,11883,2008,January,21,Monday,1,1
28-Jan-08,12592,2008,January,28,Monday,1,1
5-Jan-09,12125,2009,January,5,Monday,1,1
12-Jan-09,12178,2009,January,12,Monday,1,1
19-Jan-09,11353,2009,January,19,Monday,1,1
26-Jan-09,12156,2009,January,26,Monday,1,1
4-Jan-10,11844,2010,January,4,Monday,1,1
11-Jan-10,11892,2010,January,11,Monday,1,1
18-Jan-10,11220,2010,January,18,Monday,1,1
25-Jan-10,11623,2010,January,25,Monday,1,1
3-Jan-11,11143,2011,January,3,Monday,1,1
10-Jan-11,11093,2011,January,10,Monday,1,1
17-Jan-11,10969,2011,January,17,Monday,1,1
24-Jan-11,11616,2011,January,24,Monday,1,1
31-Jan-11,11495,2011,January,31,Monday,1,1
2-Jan-12,7821,2012,January,2,Monday,1,1
9-Jan-12,11248,2012,January,9,Monday,1,1
16-Jan-12,10707,2012,January,16,Monday,1,1
23-Jan-12,11464,2012,January,23,Monday,1,1
30-Jan-12,11253,2012,January,30,Monday,1,1
7-Jan-13,11463,2013,January,7,Monday,1,1
14-Jan-13,11401,2013,January,14,Monday,1,1
21-Jan-13,10777,2013,January,21,Monday,1,1
28-Jan-13,11520,2013,January,28,Monday,1,1
6-Jan-14,11400,2014,January,6,Monday,1,1
13-Jan-14,11714,2014,January,13,Monday,1,1
20-Jan-14,11024,2014,January,20,Monday,1,1
27-Jan-14,11561,2014,January,27,Monday,1,1
3-Jan-94,10142,1994,January,3,Monday,1,1
10-Jan-94,10498,1994,January,10,Monday,1,1
17-Jan-94,10567,1994,January,17,Monday,1,1
24-Jan-94,11125,1994,January,24,Monday,1,1
31-Jan-94,10765,1994,January,31,Monday,1,1
2-Jan-95,7883,1995,January,2,Monday,1,1
9-Jan-95,10434,1995,January,9,Monday,1,1
16-Jan-95,10417,1995,January,16,Monday,1,1
