DatePQ,Average Birth Rate,Year,Month Name,Day,Day Name,Month Number,Day of the week Number
4-Mar-00,8957.5,2000,March,4,Saturday,3,6
11-Mar-00,8739.5,2000,March,11,Saturday,3,6
18-Mar-00,8589.5,2000,March,18,Saturday,3,6
25-Mar-00,9065,2000,March,25,Saturday,3,6
3-Mar-01,8848,2001,March,3,Saturday,3,6
10-Mar-01,8743,2001,March,10,Saturday,3,6
17-Mar-01,8928,2001,March,17,Saturday,3,6
24-Mar-01,8756.5,2001,March,24,Saturday,3,6
31-Mar-01,8675.5,2001,March,31,Saturday,3,6
2-Mar-02,8408.5,2002,March,2,Saturday,3,6
9-Mar-02,8538,2002,March,9,Saturday,3,6
16-Mar-02,8646,2002,March,16,Saturday,3,6
23-Mar-02,8517.5,2002,March,23,Saturday,3,6
30-Mar-02,8223.5,2002,March,30,Saturday,3,6
1-Mar-03,8543.5,2003,March,1,Saturday,3,6
8-Mar-03,8588.5,2003,March,8,Saturday,3,6
15-Mar-03,8543,2003,March,15,Saturday,3,6
22-Mar-03,8430,2003,March,22,Saturday,3,6
29-Mar-03,8635,2003,March,29,Saturday,3,6
6-Mar-04,8532,2004,March,6,Saturday,3,6
13-Mar-04,8398,2004,March,13,Saturday,3,6
20-Mar-04,8329,2004,March,20,Saturday,3,6
27-Mar-04,8602,2004,March,27,Saturday,3,6
5-Mar-05,8499,2005,March,5,Saturday,3,6
12-Mar-05,8511,2005,March,12,Saturday,3,6
19-Mar-05,8557,2005,March,19,Saturday,3,6
26-Mar-05,7980,2005,March,26,Saturday,3,6
4-Mar-06,8682,2006,March,4,Saturday,3,6
11-Mar-06,8602,2006,March,11,Saturday,3,6
18-Mar-06,8757,2006,March,18,Saturday,3,6
25-Mar-06,8381,2006,March,25,Saturday,3,6
3-Mar-07,8739,2007,March,3,Saturday,3,6
10-Mar-07,8729,2007,March,10,Saturday,3,6
17-Mar-07,8791,2007,March,17,Saturday,3,6
24-Mar-07,8762,2007,March,24,Saturday,3,6
31-Mar-07,8453,2007,March,31,Saturday,3,6
1-Mar-08,8832,2008,March,1,Saturday,3,6
8-Mar-08,8409,2008,March,8,Saturday,3,6
15-Mar-08,8806,2008,March,15,Saturday,3,6
22-Mar-08,8477,2008,March,22,Saturday,3,6
29-Mar-08,8616,2008,March,29,Saturday,3,6
7-Mar-09,8556,2009,March,7,Saturday,3,6
14-Mar-09,8396,2009,March,14,Saturday,3,6
21-Mar-09,8286,2009,March,21,Saturday,3,6
28-Mar-09,8381,2009,March,28,Saturday,3,6
6-Mar-10,7832,2010,March,6,Saturday,3,6
13-Mar-10,7893,2010,March,13,Saturday,3,6
20-Mar-10,8005,2010,March,20,Saturday,3,6
27-Mar-10,7995,2010,March,27,Saturday,3,6
5-Mar-11,7825,2011,March,5,Saturday,3,6
12-Mar-11,7897,2011,March,12,Saturday,3,6
19-Mar-11,7786,2011,March,19,Saturday,3,6
26-Mar-11,7658,2011,March,26,Saturday,3,6
3-Mar-12,8010,2012,March,3,Saturday,3,6
10-Mar-12,7691,2012,March,10,Saturday,3,6
17-Mar-12,8066,2012,March,17,Saturday,3,6
24-Mar-12,7893,2012,March,24,Saturday,3,6
31-Mar-12,7860,2012,March,31,Saturday,3,6
2-Mar-13,7836,2013,March,2,Saturday,3,6
9-Mar-13,7946,2013,March,9,Saturday,3,6
16-Mar-13,7906,2013,March,16,Saturday,3,6
23-Mar-13,7876,2013,March,23,Saturday,3,6
30-Mar-13,7863,2013,March,30,Saturday,3,6
1-Mar-14,8186,2014,March,1,Saturday,3,6
8-Mar-14,8140,2014,March,8,Saturday,3,6
15-Mar-14,8080,2014,March,15,Saturday,3,6
22-Mar-14,8109,2014,March,22,Saturday,3,6
29-Mar-14,8153,2014,March,29,Saturday,3,6
5-Mar-94,9215,1994,March,5,Saturday,3,6
12-Mar-94,9087,1994,March,12,Saturday,3,6
19-Mar-94,8944,1994,March,19,Saturday,3,6
26-Mar-94,8957,1994,March,26,Saturday,3,6
4-Mar-95,8807,1995,March,4,Saturday,3,6
11-Mar-95,8744,1995,March,11,Saturday,3,6
18-Mar-95,8538,1995,March,18,Saturday,3,6
25-Mar-95,8628,1995,March,25,Saturday,3,6
2-Mar-96,8719,1996,March,2,Saturday,3,6
9-Mar-96,8611,1996,March,9,Saturday,3,6
16-Mar-96,8691,1996,March,16,Saturday,3,6
23-Mar-96,8534,1996,March,23,Saturday,3,6
30-Mar-96,8712,1996,March,30,Saturday,3,6
1-Mar-97,8589,1997,March,1,Saturday,3,6
8-Mar-97,8700,1997,March,8,Saturday,3,6
15-Mar-97,8521,1997,March,15,Saturday,3,6
22-Mar-97,8641,1997,March,22,Saturday,3,6
29-Mar-97,8329,1997,March,29,Saturday,3,6
7-Mar-98,8510,1998,March,7,Saturday,3,6
14-Mar-98,8697,1998,March,14,Saturday,3,6
21-Mar-98,8730,1998,March,21,Saturday,3,6
28-Mar-98,8399,1998,March,28,Saturday,3,6
6-Mar-99,8616,1999,March,6,Saturday,3,6
13-Mar-99,8436,1999,March,13,Saturday,3,6
20-Mar-99,8621,1999,March,20,Saturday,3,6
27-Mar-99,8592,1999,March,27,Saturday,3,6
1-Jan-00,8963,2000,January,1,Saturday,1,6
8-Jan-00,8842,2000,January,8,Saturday,1,6
15-Jan-00,8445,2000,January,15,Saturday,1,6
22-Jan-00,8744,2000,January,22,Saturday,1,6
29-Jan-00,8720,2000,January,29,Saturday,1,6
6-Jan-01,9099.5,2001,January,6,Saturday,1,6
13-Jan-01,8741.5,2001,January,13,Saturday,1,6
20-Jan-01,8686.5,2001,January,20,Saturday,1,6
27-Jan-01,8717.5,2001,January,27,Saturday,1,6
5-Jan-02,8831,2002,January,5,Saturday,1,6
12-Jan-02,8495,2002,January,12,Saturday,1,6
19-Jan-02,8367.5,2002,January,19,Saturday,1,6
26-Jan-02,8465,2002,January,26,Saturday,1,6
4-Jan-03,8446.5,2003,January,4,Saturday,1,6
11-Jan-03,8402.5,2003,January,11,Saturday,1,6
18-Jan-03,8365.5,2003,January,18,Saturday,1,6
25-Jan-03,8310,2003,January,25,Saturday,1,6
3-Jan-04,8337,2004,January,3,Saturday,1,6
10-Jan-04,8337,2004,January,10,Saturday,1,6
17-Jan-04,8442,2004,January,17,Saturday,1,6
24-Jan-04,8632,2004,January,24,Saturday,1,6
31-Jan-04,8310,2004,January,31,Saturday,1,6
1-Jan-05,7317,2005,January,1,Saturday,1,6
8-Jan-05,8376,2005,January,8,Saturday,1,6
15-Jan-05,8502,2005,January,15,Saturday,1,6
22-Jan-05,8255,2005,January,22,Saturday,1,6
29-Jan-05,8303,2005,January,29,Saturday,1,6
7-Jan-06,8546,2006,January,7,Saturday,1,6
14-Jan-06,8628,2006,January,14,Saturday,1,6
21-Jan-06,8408,2006,January,21,Saturday,1,6
28-Jan-06,8439,2006,January,28,Saturday,1,6
6-Jan-07,8865,2007,January,6,Saturday,1,6
13-Jan-07,8670,2007,January,13,Saturday,1,6
20-Jan-07,8600,2007,January,20,Saturday,1,6
27-Jan-07,8633,2007,January,27,Saturday,1,6
5-Jan-08,9113,2008,January,5,Saturday,1,6
12-Jan-08,8712,2008,January,12,Saturday,1,6
19-Jan-08,8480,2008,January,19,Saturday,1,6
26-Jan-08,8717,2008,January,26,Saturday,1,6
3-Jan-09,8338,2009,January,3,Saturday,1,6
10-Jan-09,8233,2009,January,10,Saturday,1,6
17-Jan-09,8175,2009,January,17,Saturday,1,6
24-Jan-09,8357,2009,January,24,Saturday,1,6
31-Jan-09,8201,2009,January,31,Saturday,1,6
2-Jan-10,6990,2010,January,2,Saturday,1,6
9-Jan-10,7809,2010,January,9,Saturday,1,6
16-Jan-10,8032,2010,January,16,Saturday,1,6
23-Jan-10,7996,2010,January,23,Saturday,1,6
30-Jan-10,8035,2010,January,30,Saturday,1,6
1-Jan-11,7254,2011,January,1,Saturday,1,6
8-Jan-11,7840,2011,January,8,Saturday,1,6
15-Jan-11,7810,2011,January,15,Saturday,1,6
22-Jan-11,7895,2011,January,22,Saturday,1,6
29-Jan-11,7808,2011,January,29,Saturday,1,6
7-Jan-12,7783,2012,January,7,Saturday,1,6
14-Jan-12,7901,2012,January,14,Saturday,1,6
21-Jan-12,7948,2012,January,21,Saturday,1,6
28-Jan-12,7827,2012,January,28,Saturday,1,6
5-Jan-13,8332,2013,January,5,Saturday,1,6
12-Jan-13,8140,2013,January,12,Saturday,1,6
19-Jan-13,7708,2013,January,19,Saturday,1,6
26-Jan-13,8047,2013,January,26,Saturday,1,6
4-Jan-14,8199,2014,January,4,Saturday,1,6
11-Jan-14,8292,2014,January,11,Saturday,1,6
18-Jan-14,8143,2014,January,18,Saturday,1,6
25-Jan-14,8190,2014,January,25,Saturday,1,6
1-Jan-94,8096,1994,January,1,Saturday,1,6
8-Jan-94,8653,1994,January,8,Saturday,1,6
15-Jan-94,8660,1994,January,15,Saturday,1,6
22-Jan-94,8833,1994,January,22,Saturday,1,6
29-Jan-94,8988,1994,January,29,Saturday,1,6
7-Jan-95,8681,1995,January,7,Saturday,1,6
14-Jan-95,8887,1995,January,14,Saturday,1,6
21-Jan-95,8746,1995,January,21,Saturday,1,6
28-Jan-95,8781,1995,January,28,Saturday,1,6
6-Jan-96,8680,1996,January,6,Saturday,1,6
13-Jan-96,8488,1996,January,13,Saturday,1,6
20-Jan-96,8492,1996,January,20,Saturday,1,6
27-Jan-96,8487,1996,January,27,Saturday,1,6
4-Jan-97,8617,1997,January,4,Saturday,1,6
11-Jan-97,8368,1997,January,11,Saturday,1,6
18-Jan-97,8340,1997,January,18,Saturday,1,6
25-Jan-97,8634,1997,January,25,Saturday,1,6
3-Jan-98,8437,1998,January,3,Saturday,1,6
10-Jan-98,8612,1998,January,10,Saturday,1,6
17-Jan-98,8698,1998,January,17,Saturday,1,6
24-Jan-98,8525,1998,January,24,Saturday,1,6
31-Jan-98,8507,1998,January,31,Saturday,1,6
2-Jan-99,7637,1999,January,2,Saturday,1,6
9-Jan-99,8466,1999,January,9,Saturday,1,6
16-Jan-99,8444,1999,January,16,Saturday,1,6
23-Jan-99,8587,1999,January,23,Saturday,1,6
30-Jan-99,8473,1999,January,30,Saturday,1,6
6-May-00,8751.5,2000,May,6,Saturday,5,6
13-May-00,8658,2000,May,13,Saturday,5,6
20-May-00,8574.5,2000,May,20,Saturday,5,6
27-May-00,8928.5,2000,May,27,Saturday,5,6
5-May-01,8713.5,2001,May,5,Saturday,5,6
12-May-01,8614.5,2001,May,12,Saturday,5,6
19-May-01,8730.5,2001,May,19,Saturday,5,6
26-May-01,8850.5,2001,May,26,Saturday,5,6
4-May-02,8159.5,2002,May,4,Saturday,5,6
11-May-02,8272.5,2002,May,11,Saturday,5,6
18-May-02,8474,2002,May,18,Saturday,5,6
25-May-02,8444.5,2002,May,25,Saturday,5,6
3-May-03,8427,2003,May,3,Saturday,5,6
10-May-03,8650,2003,May,10,Saturday,5,6
17-May-03,8611.5,2003,May,17,Saturday,5,6
24-May-03,8723.5,2003,May,24,Saturday,5,6
31-May-03,8796,2003,May,31,Saturday,5,6
1-May-04,8259,2004,May,1,Saturday,5,6
8-May-04,8599,2004,May,8,Saturday,5,6
15-May-04,8498,2004,May,15,Saturday,5,6
22-May-04,8614,2004,May,22,Saturday,5,6
29-May-04,8720,2004,May,29,Saturday,5,6
7-May-05,8204,2005,May,7,Saturday,5,6
14-May-05,8610,2005,May,14,Saturday,5,6
21-May-05,8490,2005,May,21,Saturday,5,6
28-May-05,8688,2005,May,28,Saturday,5,6
6-May-06,8297,2006,May,6,Saturday,5,6
13-May-06,8260,2006,May,13,Saturday,5,6
20-May-06,8624,2006,May,20,Saturday,5,6
27-May-06,8883,2006,May,27,Saturday,5,6
5-May-07,8374,2007,May,5,Saturday,5,6
12-May-07,8489,2007,May,12,Saturday,5,6
19-May-07,8560,2007,May,19,Saturday,5,6
26-May-07,8764,2007,May,26,Saturday,5,6
3-May-08,8329,2008,May,3,Saturday,5,6
10-May-08,8554,2008,May,10,Saturday,5,6
17-May-08,8246,2008,May,17,Saturday,5,6
24-May-08,8529,2008,May,24,Saturday,5,6
31-May-08,8864,2008,May,31,Saturday,5,6
2-May-09,8169,2009,May,2,Saturday,5,6
9-May-09,8180,2009,May,9,Saturday,5,6
16-May-09,8327,2009,May,16,Saturday,5,6
23-May-09,8618,2009,May,23,Saturday,5,6
30-May-09,8602,2009,May,30,Saturday,5,6
1-May-10,7911,2010,May,1,Saturday,5,6
8-May-10,7877,2010,May,8,Saturday,5,6
15-May-10,7963,2010,May,15,Saturday,5,6
22-May-10,8093,2010,May,22,Saturday,5,6
29-May-10,8159,2010,May,29,Saturday,5,6
7-May-11,7919,2011,May,7,Saturday,5,6
14-May-11,7854,2011,May,14,Saturday,5,6
21-May-11,7934,2011,May,21,Saturday,5,6
28-May-11,8276,2011,May,28,Saturday,5,6
5-May-12,7634,2012,May,5,Saturday,5,6
12-May-12,7751,2012,May,12,Saturday,5,6
19-May-12,7914,2012,May,19,Saturday,5,6
26-May-12,7921,2012,May,26,Saturday,5,6
4-May-13,7714,2013,May,4,Saturday,5,6
11-May-13,7727,2013,May,11,Saturday,5,6
18-May-13,7764,2013,May,18,Saturday,5,6
25-May-13,8156,2013,May,25,Saturday,5,6
3-May-14,8015,2014,May,3,Saturday,5,6
10-May-14,8100,2014,May,10,Saturday,5,6
17-May-14,8051,2014,May,17,Saturday,5,6
24-May-14,8456,2014,May,24,Saturday,5,6
31-May-14,8462,2014,May,31,Saturday,5,6
7-May-94,8641,1994,May,7,Saturday,5,6
14-May-94,8830,1994,May,14,Saturday,5,6
21-May-94,8830,1994,May,21,Saturday,5,6
28-May-94,8840,1994,May,28,Saturday,5,6
6-May-95,8565,1995,May,6,Saturday,5,6
13-May-95,8802,1995,May,13,Saturday,5,6
20-May-95,8721,1995,May,20,Saturday,5,6
27-May-95,8795,1995,May,27,Saturday,5,6
4-May-96,8483,1996,May,4,Saturday,5,6
11-May-96,8495,1996,May,11,Saturday,5,6
18-May-96,8696,1996,May,18,Saturday,5,6
25-May-96,8666,1996,May,25,Saturday,5,6
3-May-97,8502,1997,May,3,Saturday,5,6
10-May-97,8568,1997,May,10,Saturday,5,6
17-May-97,8493,1997,May,17,Saturday,5,6
24-May-97,8756,1997,May,24,Saturday,5,6
31-May-97,8853,1997,May,31,Saturday,5,6
2-May-98,8595,1998,May,2,Saturday,5,6
9-May-98,8701,1998,May,9,Saturday,5,6
16-May-98,8778,1998,May,16,Saturday,5,6
23-May-98,8764,1998,May,23,Saturday,5,6
30-May-98,8837,1998,May,30,Saturday,5,6
1-May-99,8522,1999,May,1,Saturday,5,6
8-May-99,8314,1999,May,8,Saturday,5,6
15-May-99,8492,1999,May,15,Saturday,5,6
22-May-99,8558,1999,May,22,Saturday,5,6
29-May-99,8875,1999,May,29,Saturday,5,6
1-Jul-00,9295.5,2000,July,1,Saturday,7,6
8-Jul-00,9555,2000,July,8,Saturday,7,6
15-Jul-00,9509.5,2000,July,15,Saturday,7,6
22-Jul-00,9366,2000,July,22,Saturday,7,6
29-Jul-00,9384,2000,July,29,Saturday,7,6
7-Jul-01,9450.5,2001,July,7,Saturday,7,6
14-Jul-01,9190.5,2001,July,14,Saturday,7,6
21-Jul-01,9299.5,2001,July,21,Saturday,7,6
28-Jul-01,9027,2001,July,28,Saturday,7,6
6-Jul-02,8765.5,2002,July,6,Saturday,7,6
13-Jul-02,8837,2002,July,13,Saturday,7,6
20-Jul-02,8741.5,2002,July,20,Saturday,7,6
27-Jul-02,8998.5,2002,July,27,Saturday,7,6
5-Jul-03,8239,2003,July,5,Saturday,7,6
12-Jul-03,8842,2003,July,12,Saturday,7,6
19-Jul-03,8856.5,2003,July,19,Saturday,7,6
26-Jul-03,8920,2003,July,26,Saturday,7,6
3-Jul-04,8900,2004,July,3,Saturday,7,6
10-Jul-04,9040,2004,July,10,Saturday,7,6
17-Jul-04,9067,2004,July,17,Saturday,7,6
24-Jul-04,9046,2004,July,24,Saturday,7,6
31-Jul-04,8858,2004,July,31,Saturday,7,6
2-Jul-05,8862,2005,July,2,Saturday,7,6
9-Jul-05,9189,2005,July,9,Saturday,7,6
16-Jul-05,9036,2005,July,16,Saturday,7,6
23-Jul-05,8916,2005,July,23,Saturday,7,6
30-Jul-05,8987,2005,July,30,Saturday,7,6
1-Jul-06,9285,2006,July,1,Saturday,7,6
8-Jul-06,9526,2006,July,8,Saturday,7,6
15-Jul-06,9477,2006,July,15,Saturday,7,6
22-Jul-06,9219,2006,July,22,Saturday,7,6
29-Jul-06,9332,2006,July,29,Saturday,7,6
7-Jul-07,10499,2007,July,7,Saturday,7,6
14-Jul-07,9327,2007,July,14,Saturday,7,6
21-Jul-07,9356,2007,July,21,Saturday,7,6
28-Jul-07,9258,2007,July,28,Saturday,7,6
5-Jul-08,8061,2008,July,5,Saturday,7,6
12-Jul-08,9084,2008,July,12,Saturday,7,6
19-Jul-08,8978,2008,July,19,Saturday,7,6
26-Jul-08,8898,2008,July,26,Saturday,7,6
4-Jul-09,7978,2009,July,4,Saturday,7,6
11-Jul-09,8769,2009,July,11,Saturday,7,6
18-Jul-09,8626,2009,July,18,Saturday,7,6
25-Jul-09,8887,2009,July,25,Saturday,7,6
3-Jul-10,7932,2010,July,3,Saturday,7,6
10-Jul-10,8485,2010,July,10,Saturday,7,6
17-Jul-10,8370,2010,July,17,Saturday,7,6
24-Jul-10,8396,2010,July,24,Saturday,7,6
31-Jul-10,8361,2010,July,31,Saturday,7,6
2-Jul-11,8510,2011,July,2,Saturday,7,6
9-Jul-11,8845,2011,July,9,Saturday,7,6
16-Jul-11,8534,2011,July,16,Saturday,7,6
23-Jul-11,8671,2011,July,23,Saturday,7,6
30-Jul-11,8338,2011,July,30,Saturday,7,6
7-Jul-12,8952,2012,July,7,Saturday,7,6
14-Jul-12,8657,2012,July,14,Saturday,7,6
21-Jul-12,8611,2012,July,21,Saturday,7,6
28-Jul-12,8493,2012,July,28,Saturday,7,6
6-Jul-13,8420,2013,July,6,Saturday,7,6
13-Jul-13,8485,2013,July,13,Saturday,7,6
20-Jul-13,8389,2013,July,20,Saturday,7,6
27-Jul-13,8328,2013,July,27,Saturday,7,6
5-Jul-14,7778,2014,July,5,Saturday,7,6
12-Jul-14,8650,2014,July,12,Saturday,7,6
19-Jul-14,8720,2014,July,19,Saturday,7,6
26-Jul-14,8740,2014,July,26,Saturday,7,6
2-Jul-94,9268,1994,July,2,Saturday,7,6
9-Jul-94,9325,1994,July,9,Saturday,7,6
16-Jul-94,9547,1994,July,16,Saturday,7,6
23-Jul-94,9463,1994,July,23,Saturday,7,6
30-Jul-94,9340,1994,July,30,Saturday,7,6
1-Jul-95,9283,1995,July,1,Saturday,7,6
8-Jul-95,9438,1995,July,8,Saturday,7,6
15-Jul-95,9391,1995,July,15,Saturday,7,6
22-Jul-95,9328,1995,July,22,Saturday,7,6
29-Jul-95,9277,1995,July,29,Saturday,7,6
6-Jul-96,9044,1996,July,6,Saturday,7,6
13-Jul-96,9152,1996,July,13,Saturday,7,6
20-Jul-96,9107,1996,July,20,Saturday,7,6
27-Jul-96,9012,1996,July,27,Saturday,7,6
5-Jul-97,8255,1997,July,5,Saturday,7,6
12-Jul-97,8841,1997,July,12,Saturday,7,6
19-Jul-97,9055,1997,July,19,Saturday,7,6
26-Jul-97,8939,1997,July,26,Saturday,7,6
4-Jul-98,8372,1998,July,4,Saturday,7,6
11-Jul-98,8996,1998,July,11,Saturday,7,6
18-Jul-98,8905,1998,July,18,Saturday,7,6
25-Jul-98,8888,1998,July,25,Saturday,7,6
3-Jul-99,8764,1999,July,3,Saturday,7,6
10-Jul-99,9196,1999,July,10,Saturday,7,6
17-Jul-99,9034,1999,July,17,Saturday,7,6
24-Jul-99,9258,1999,July,24,Saturday,7,6
31-Jul-99,9157,1999,July,31,Saturday,7,6
5-Aug-00,9317,2000,August,5,Saturday,8,6
12-Aug-00,9188.5,2000,August,12,Saturday,8,6
19-Aug-00,9189,2000,August,19,Saturday,8,6
26-Aug-00,9267,2000,August,26,Saturday,8,6
4-Aug-01,9068,2001,August,4,Saturday,8,6
11-Aug-01,9187.5,2001,August,11,Saturday,8,6
18-Aug-01,9195.5,2001,August,18,Saturday,8,6
25-Aug-01,9138.5,2001,August,25,Saturday,8,6
3-Aug-02,8910,2002,August,3,Saturday,8,6
10-Aug-02,9003.5,2002,August,10,Saturday,8,6
17-Aug-02,9218,2002,August,17,Saturday,8,6
24-Aug-02,9009,2002,August,24,Saturday,8,6
31-Aug-02,9051.5,2002,August,31,Saturday,8,6
2-Aug-03,8811,2003,August,2,Saturday,8,6
9-Aug-03,9167.5,2003,August,9,Saturday,8,6
16-Aug-03,9252.5,2003,August,16,Saturday,8,6
23-Aug-03,9155.5,2003,August,23,Saturday,8,6
30-Aug-03,9284.5,2003,August,30,Saturday,8,6
7-Aug-04,8860,2004,August,7,Saturday,8,6
14-Aug-04,8884,2004,August,14,Saturday,8,6
21-Aug-04,8944,2004,August,21,Saturday,8,6
28-Aug-04,9049,2004,August,28,Saturday,8,6
6-Aug-05,8820,2005,August,6,Saturday,8,6
13-Aug-05,9049,2005,August,13,Saturday,8,6
20-Aug-05,9118,2005,August,20,Saturday,8,6
27-Aug-05,8952,2005,August,27,Saturday,8,6
5-Aug-06,9441,2006,August,5,Saturday,8,6
12-Aug-06,9401,2006,August,12,Saturday,8,6
19-Aug-06,9509,2006,August,19,Saturday,8,6
26-Aug-06,9313,2006,August,26,Saturday,8,6
4-Aug-07,9083,2007,August,4,Saturday,8,6
11-Aug-07,9200,2007,August,11,Saturday,8,6
18-Aug-07,9332,2007,August,18,Saturday,8,6
25-Aug-07,9234,2007,August,25,Saturday,8,6
2-Aug-08,9018,2008,August,2,Saturday,8,6
9-Aug-08,9233,2008,August,9,Saturday,8,6
16-Aug-08,9180,2008,August,16,Saturday,8,6
23-Aug-08,8997,2008,August,23,Saturday,8,6
30-Aug-08,9182,2008,August,30,Saturday,8,6
1-Aug-09,8684,2009,August,1,Saturday,8,6
8-Aug-09,8830,2009,August,8,Saturday,8,6
15-Aug-09,8566,2009,August,15,Saturday,8,6
22-Aug-09,8952,2009,August,22,Saturday,8,6
29-Aug-09,8805,2009,August,29,Saturday,8,6
7-Aug-10,8516,2010,August,7,Saturday,8,6
14-Aug-10,8445,2010,August,14,Saturday,8,6
21-Aug-10,8404,2010,August,21,Saturday,8,6
28-Aug-10,8553,2010,August,28,Saturday,8,6
6-Aug-11,8567,2011,August,6,Saturday,8,6
13-Aug-11,8448,2011,August,13,Saturday,8,6
20-Aug-11,8572,2011,August,20,Saturday,8,6
27-Aug-11,8700,2011,August,27,Saturday,8,6
4-Aug-12,8786,2012,August,4,Saturday,8,6
11-Aug-12,8602,2012,August,11,Saturday,8,6
18-Aug-12,8678,2012,August,18,Saturday,8,6
25-Aug-12,8653,2012,August,25,Saturday,8,6
3-Aug-13,8539,2013,August,3,Saturday,8,6
10-Aug-13,8777,2013,August,10,Saturday,8,6
17-Aug-13,8747,2013,August,17,Saturday,8,6
24-Aug-13,8801,2013,August,24,Saturday,8,6
31-Aug-13,8759,2013,August,31,Saturday,8,6
2-Aug-14,8814,2014,August,2,Saturday,8,6
9-Aug-14,8958,2014,August,9,Saturday,8,6
16-Aug-14,8885,2014,August,16,Saturday,8,6
23-Aug-14,8912,2014,August,23,Saturday,8,6
30-Aug-14,8899,2014,August,30,Saturday,8,6
6-Aug-94,9336,1994,August,6,Saturday,8,6
13-Aug-94,9474,1994,August,13,Saturday,8,6
20-Aug-94,9646,1994,August,20,Saturday,8,6
27-Aug-94,9171,1994,August,27,Saturday,8,6
5-Aug-95,9267,1995,August,5,Saturday,8,6
12-Aug-95,9153,1995,August,12,Saturday,8,6
19-Aug-95,9265,1995,August,19,Saturday,8,6
26-Aug-95,9155,1995,August,26,Saturday,8,6
3-Aug-96,9174,1996,August,3,Saturday,8,6
10-Aug-96,9175,1996,August,10,Saturday,8,6
17-Aug-96,9290,1996,August,17,Saturday,8,6
24-Aug-96,9130,1996,August,24,Saturday,8,6
31-Aug-96,9144,1996,August,31,Saturday,8,6
2-Aug-97,8775,1997,August,2,Saturday,8,6
9-Aug-97,8876,1997,August,9,Saturday,8,6
16-Aug-97,9066,1997,August,16,Saturday,8,6
23-Aug-97,8950,1997,August,23,Saturday,8,6
30-Aug-97,9078,1997,August,30,Saturday,8,6
1-Aug-98,8784,1998,August,1,Saturday,8,6
8-Aug-98,9256,1998,August,8,Saturday,8,6
15-Aug-98,9296,1998,August,15,Saturday,8,6
22-Aug-98,9106,1998,August,22,Saturday,8,6
29-Aug-98,9230,1998,August,29,Saturday,8,6
7-Aug-99,9070,1999,August,7,Saturday,8,6
14-Aug-99,9143,1999,August,14,Saturday,8,6
21-Aug-99,9114,1999,August,21,Saturday,8,6
28-Aug-99,9387,1999,August,28,Saturday,8,6
7-Oct-00,9028,2000,October,7,Saturday,10,6
14-Oct-00,9074,2000,October,14,Saturday,10,6
21-Oct-00,8860.5,2000,October,21,Saturday,10,6
28-Oct-00,8884,2000,October,28,Saturday,10,6
6-Oct-01,8798.5,2001,October,6,Saturday,10,6
13-Oct-01,8592.5,2001,October,13,Saturday,10,6
20-Oct-01,8655,2001,October,20,Saturday,10,6
27-Oct-01,8375,2001,October,27,Saturday,10,6
5-Oct-02,8852.5,2002,October,5,Saturday,10,6
12-Oct-02,8392.5,2002,October,12,Saturday,10,6
19-Oct-02,8462.5,2002,October,19,Saturday,10,6
26-Oct-02,8358.5,2002,October,26,Saturday,10,6
4-Oct-03,8929.5,2003,October,4,Saturday,10,6
11-Oct-03,8670.5,2003,October,11,Saturday,10,6
18-Oct-03,8498,2003,October,18,Saturday,10,6
25-Oct-03,8506,2003,October,25,Saturday,10,6
2-Oct-04,8886,2004,October,2,Saturday,10,6
9-Oct-04,8716,2004,October,9,Saturday,10,6
16-Oct-04,8802,2004,October,16,Saturday,10,6
23-Oct-04,8627,2004,October,23,Saturday,10,6
30-Oct-04,8616,2004,October,30,Saturday,10,6
1-Oct-05,8820,2005,October,1,Saturday,10,6
8-Oct-05,8846,2005,October,8,Saturday,10,6
15-Oct-05,8733,2005,October,15,Saturday,10,6
22-Oct-05,8568,2005,October,22,Saturday,10,6
29-Oct-05,8509,2005,October,29,Saturday,10,6
7-Oct-06,9015,2006,October,7,Saturday,10,6
14-Oct-06,8804,2006,October,14,Saturday,10,6
21-Oct-06,8803,2006,October,21,Saturday,10,6
28-Oct-06,8789,2006,October,28,Saturday,10,6
6-Oct-07,8901,2007,October,6,Saturday,10,6
13-Oct-07,8756,2007,October,13,Saturday,10,6
20-Oct-07,8607,2007,October,20,Saturday,10,6
27-Oct-07,8806,2007,October,27,Saturday,10,6
4-Oct-08,8788,2008,October,4,Saturday,10,6
11-Oct-08,8624,2008,October,11,Saturday,10,6
18-Oct-08,8373,2008,October,18,Saturday,10,6
25-Oct-08,8409,2008,October,25,Saturday,10,6
3-Oct-09,8548,2009,October,3,Saturday,10,6
10-Oct-09,8577,2009,October,10,Saturday,10,6
17-Oct-09,8155,2009,October,17,Saturday,10,6
24-Oct-09,8353,2009,October,24,Saturday,10,6
31-Oct-09,7658,2009,October,31,Saturday,10,6
2-Oct-10,8412,2010,October,2,Saturday,10,6
9-Oct-10,8194,2010,October,9,Saturday,10,6
16-Oct-10,8081,2010,October,16,Saturday,10,6
23-Oct-10,8033,2010,October,23,Saturday,10,6
30-Oct-10,7996,2010,October,30,Saturday,10,6
1-Oct-11,8506,2011,October,1,Saturday,10,6
8-Oct-11,8206,2011,October,8,Saturday,10,6
15-Oct-11,8043,2011,October,15,Saturday,10,6
22-Oct-11,7899,2011,October,22,Saturday,10,6
29-Oct-11,7812,2011,October,29,Saturday,10,6
