year,month,date_of_month,day_of_week,births
1970-01-01 00:00:00.000001994,7,17,7,8848
1970-01-01 00:00:00.000001994,7,18,1,11561
1970-01-01 00:00:00.000001994,7,19,2,12583
1970-01-01 00:00:00.000001994,7,20,3,12378
1970-01-01 00:00:00.000001994,7,21,4,12447
1970-01-01 00:00:00.000001994,7,22,5,12486
1970-01-01 00:00:00.000001994,7,23,6,9463
1970-01-01 00:00:00.000001994,7,24,7,8734
1970-01-01 00:00:00.000001994,7,25,1,11757
1970-01-01 00:00:00.000001994,7,26,2,12591
1970-01-01 00:00:00.000001994,7,27,3,12423
1970-01-01 00:00:00.000001994,7,28,4,12539
1970-01-01 00:00:00.000001994,7,29,5,12231
1970-01-01 00:00:00.000001994,7,30,6,9340
1970-01-01 00:00:00.000001994,7,31,7,8590
1970-01-01 00:00:00.000001994,8,1,1,11428
1970-01-01 00:00:00.000001994,8,2,2,12622
1970-01-01 00:00:00.000001994,8,3,3,12147
1970-01-01 00:00:00.000001994,8,4,4,12601
1970-01-01 00:00:00.000001994,8,5,5,12251
1970-01-01 00:00:00.000001994,8,6,6,9336
1970-01-01 00:00:00.000001994,8,7,7,8517
1970-01-01 00:00:00.000001994,8,8,1,11528
1970-01-01 00:00:00.000001994,8,9,2,12643
1970-01-01 00:00:00.000001994,8,10,3,12525
1970-01-01 00:00:00.000001994,8,11,4,12147
1970-01-01 00:00:00.000001994,8,12,5,12479
1970-01-01 00:00:00.000001994,8,13,6,9474
1970-01-01 00:00:00.000001994,8,14,7,8926
1970-01-01 00:00:00.000001994,8,15,1,11391
1970-01-01 00:00:00.000001994,8,16,2,12605
1970-01-01 00:00:00.000001994,8,17,3,12344
1970-01-01 00:00:00.000001994,8,18,4,12313
1970-01-01 00:00:00.000001994,8,19,5,12227
1970-01-01 00:00:00.000001994,8,20,6,9646
1970-01-01 00:00:00.000001994,8,21,7,8663
1970-01-01 00:00:00.000001994,8,22,1,11489
1970-01-01 00:00:00.000001994,8,23,2,12284
1970-01-01 00:00:00.000001994,8,24,3,12176
1970-01-01 00:00:00.000001994,8,25,4,12076
1970-01-01 00:00:00.000001994,8,26,5,12122
1970-01-01 00:00:00.000001994,8,27,6,9171
1970-01-01 00:00:00.000001994,8,28,7,8779
1970-01-01 00:00:00.000001994,8,29,1,11560
1970-01-01 00:00:00.000001994,8,30,2,12431
1970-01-01 00:00:00.000001994,8,31,3,12272
1970-01-01 00:00:00.000001994,9,1,4,12183
1970-01-01 00:00:00.000001994,9,2,5,12099
1970-01-01 00:00:00.000001994,9,3,6,9042
1970-01-01 00:00:00.000001994,9,4,7,8420
1970-01-01 00:00:00.000001994,9,5,1,8378
1970-01-01 00:00:00.000001994,9,6,2,11448
1970-01-01 00:00:00.000001994,9,7,3,12660
1970-01-01 00:00:00.000001994,9,8,4,12693
1970-01-01 00:00:00.000001994,9,9,5,12811
1970-01-01 00:00:00.000001994,9,10,6,9424
1970-01-01 00:00:00.000001994,9,11,7,8373
1970-01-01 00:00:00.000001994,9,12,1,11500
1970-01-01 00:00:00.000001994,9,13,2,12560
1970-01-01 00:00:00.000001994,9,14,3,12566
1970-01-01 00:00:00.000001994,9,15,4,12655
1970-01-01 00:00:00.000001994,9,16,5,12884
1970-01-01 00:00:00.000001994,9,17,6,9779
1970-01-01 00:00:00.000001994,9,18,7,8603
1970-01-01 00:00:00.000001994,9,19,1,11659
1970-01-01 00:00:00.000001994,9,20,2,12584
1970-01-01 00:00:00.000001994,9,21,3,12468
1970-01-01 00:00:00.000001994,9,22,4,12590
1970-01-01 00:00:00.000001994,9,23,5,12522
1970-01-01 00:00:00.000001994,9,24,6,9597
1970-01-01 00:00:00.000001994,9,25,7,8754
1970-01-01 00:00:00.000001994,9,26,1,11597
1970-01-01 00:00:00.000001994,9,27,2,12591
1970-01-01 00:00:00.000001994,9,28,3,12405
1970-01-01 00:00:00.000001994,9,29,4,12288
1970-01-01 00:00:00.000001994,9,30,5,12090
1970-01-01 00:00:00.000001994,10,1,6,9351
1970-01-01 00:00:00.000001994,10,2,7,8477
1970-01-01 00:00:00.000001994,10,3,1,11437
1970-01-01 00:00:00.000001994,10,4,2,12378
1970-01-01 00:00:00.000001994,10,5,3,12061
1970-01-01 00:00:00.000001994,10,6,4,12017
1970-01-01 00:00:00.000001994,10,7,5,12050
1970-01-01 00:00:00.000001994,10,8,6,8981
1970-01-01 00:00:00.000001994,10,9,7,8038
1970-01-01 00:00:00.000001994,10,10,1,11110
1970-01-01 00:00:00.000001994,10,11,2,12236
1970-01-01 00:00:00.000001994,10,12,3,11846
1970-01-01 00:00:00.000001994,10,13,4,11398
1970-01-01 00:00:00.000001994,10,14,5,11959
1970-01-01 00:00:00.000001994,10,15,6,9077
1970-01-01 00:00:00.000001994,10,16,7,8022
1970-01-01 00:00:00.000001994,10,17,1,11127
1970-01-01 00:00:00.000001994,10,18,2,11888
1970-01-01 00:00:00.000001994,10,19,3,11533
1970-01-01 00:00:00.000001994,10,20,4,11876
1970-01-01 00:00:00.000001994,10,21,5,11562
1970-01-01 00:00:00.000001994,10,22,6,9086
1970-01-01 00:00:00.000001994,10,23,7,7914
1970-01-01 00:00:00.000001994,10,24,1,11068
1970-01-01 00:00:00.000001994,10,25,2,12019
1970-01-01 00:00:00.000001994,10,26,3,11683
1970-01-01 00:00:00.000001994,10,27,4,11420
1970-01-01 00:00:00.000001994,10,28,5,11608
1970-01-01 00:00:00.000001994,10,29,6,8855
1970-01-01 00:00:00.000001994,10,30,7,8262
1970-01-01 00:00:00.000001994,10,31,1,9833
1970-01-01 00:00:00.000001994,11,1,2,12316
1970-01-01 00:00:00.000001994,11,2,3,11736
1970-01-01 00:00:00.000001994,11,3,4,11703
1970-01-01 00:00:00.000001994,11,4,5,11956
1970-01-01 00:00:00.000001994,11,5,6,8826
1970-01-01 00:00:00.000001994,11,6,7,8100
1970-01-01 00:00:00.000001994,11,7,1,11283
1970-01-01 00:00:00.000001994,11,8,2,11999
1970-01-01 00:00:00.000001994,11,9,3,11811
1970-01-01 00:00:00.000001994,11,10,4,11728
1970-01-01 00:00:00.000001994,11,11,5,11533
1970-01-01 00:00:00.000001994,11,12,6,8672
1970-01-01 00:00:00.000001994,11,13,7,8093
1970-01-01 00:00:00.000001994,11,14,1,11044
1970-01-01 00:00:00.000001994,11,15,2,11985
1970-01-01 00:00:00.000001994,11,16,3,11634
1970-01-01 00:00:00.000001994,11,17,4,11703
1970-01-01 00:00:00.000001994,11,18,5,11826
1970-01-01 00:00:00.000001994,11,19,6,8771
1970-01-01 00:00:00.000001994,11,20,7,8133
1970-01-01 00:00:00.000001994,11,21,1,11807
1970-01-01 00:00:00.000001994,11,22,2,12764
1970-01-01 00:00:00.000001994,11,23,3,11332
1970-01-01 00:00:00.000001994,11,24,4,8036
1970-01-01 00:00:00.000001994,11,25,5,9419
1970-01-01 00:00:00.000001994,11,26,6,8427
1970-01-01 00:00:00.000001994,11,27,7,7937
1970-01-01 00:00:00.000001994,11,28,1,11003
1970-01-01 00:00:00.000001994,11,29,2,12177
1970-01-01 00:00:00.000001994,11,30,3,11643
1970-01-01 00:00:00.000001994,12,1,4,11681
1970-01-01 00:00:00.000001994,12,2,5,11379
1970-01-01 00:00:00.000001994,12,3,6,8585
1970-01-01 00:00:00.000001994,12,4,7,7980
1970-01-01 00:00:00.000001994,12,5,1,10772
1970-01-01 00:00:00.000001994,12,6,2,11923
1970-01-01 00:00:00.000001994,12,7,3,11335
1970-01-01 00:00:00.000001994,12,8,4,11337
1970-01-01 00:00:00.000001994,12,9,5,11205
1970-01-01 00:00:00.000001994,12,10,6,8461
1970-01-01 00:00:00.000001994,12,11,7,7936
1970-01-01 00:00:00.000001994,12,12,1,11106
1970-01-01 00:00:00.000001994,12,13,2,11884
1970-01-01 00:00:00.000001994,12,14,3,11716
1970-01-01 00:00:00.000001994,12,15,4,11962
1970-01-01 00:00:00.000001994,12,16,5,12144
1970-01-01 00:00:00.000001994,12,17,6,8726
1970-01-01 00:00:00.000001994,12,18,7,8130
1970-01-01 00:00:00.000001994,12,19,1,11502
1970-01-01 00:00:00.000001994,12,20,2,12880
1970-01-01 00:00:00.000001994,12,21,3,12391
1970-01-01 00:00:00.000001994,12,22,4,11504
1970-01-01 00:00:00.000001994,12,23,5,10087
1970-01-01 00:00:00.000001994,12,24,6,7898
1970-01-01 00:00:00.000001994,12,25,7,7192
1970-01-01 00:00:00.000001994,12,26,1,8454
1970-01-01 00:00:00.000001994,12,27,2,11131
1970-01-01 00:00:00.000001994,12,28,3,12398
1970-01-01 00:00:00.000001994,12,29,4,12189
1970-01-01 00:00:00.000001994,12,30,5,12051
1970-01-01 00:00:00.000001994,12,31,6,8809
1970-01-01 00:00:00.000001995,1,1,7,7828
1970-01-01 00:00:00.000001995,1,2,1,7883
1970-01-01 00:00:00.000001995,1,3,2,9999
1970-01-01 00:00:00.000001995,1,4,3,11315
1970-01-01 00:00:00.000001995,1,5,4,11243
1970-01-01 00:00:00.000001995,1,6,5,11506
1970-01-01 00:00:00.000001995,1,7,6,8681
1970-01-01 00:00:00.000001995,1,8,7,7821
1970-01-01 00:00:00.000001995,1,9,1,10434
1970-01-01 00:00:00.000001995,1,10,2,11665
1970-01-01 00:00:00.000001995,1,11,3,11279
1970-01-01 00:00:00.000001995,1,12,4,11416
1970-01-01 00:00:00.000001995,1,13,5,11071
1970-01-01 00:00:00.000001995,1,14,6,8887
1970-01-01 00:00:00.000001995,1,15,7,7988
1970-01-01 00:00:00.000001995,1,16,1,10417
1970-01-01 00:00:00.000001995,1,17,2,11345
1970-01-01 00:00:00.000001995,1,18,3,11252
1970-01-01 00:00:00.000001995,1,19,4,11331
1970-01-01 00:00:00.000001995,1,20,5,11481
1970-01-01 00:00:00.000001995,1,21,6,8746
1970-01-01 00:00:00.000001995,1,22,7,7956
1970-01-01 00:00:00.000001995,1,23,1,10640
1970-01-01 00:00:00.000001995,1,24,2,11344
1970-01-01 00:00:00.000001995,1,25,3,11096
1970-01-01 00:00:00.000001995,1,26,4,11380
1970-01-01 00:00:00.000001995,1,27,5,11340
1970-01-01 00:00:00.000001995,1,28,6,8781
1970-01-01 00:00:00.000001995,1,29,7,8009
1970-01-01 00:00:00.000001995,1,30,1,10515
1970-01-01 00:00:00.000001995,1,31,2,11364
1970-01-01 00:00:00.000001995,2,1,3,11279
1970-01-01 00:00:00.000001995,2,2,4,11490
1970-01-01 00:00:00.000001995,2,3,5,11264
1970-01-01 00:00:00.000001995,2,4,6,8769
1970-01-01 00:00:00.000001995,2,5,7,8017
1970-01-01 00:00:00.000001995,2,6,1,10587
1970-01-01 00:00:00.000001995,2,7,2,11483
1970-01-01 00:00:00.000001995,2,8,3,11205
1970-01-01 00:00:00.000001995,2,9,4,11282
1970-01-01 00:00:00.000001995,2,10,5,11615
1970-01-01 00:00:00.000001995,2,11,6,8949
1970-01-01 00:00:00.000001995,2,12,7,8007
1970-01-01 00:00:00.000001995,2,13,1,10351
1970-01-01 00:00:00.000001995,2,14,2,12454
1970-01-01 00:00:00.000001995,2,15,3,11828
1970-01-01 00:00:00.000001995,2,16,4,11657
1970-01-01 00:00:00.000001995,2,17,5,11625
1970-01-01 00:00:00.000001995,2,18,6,8788
1970-01-01 00:00:00.000001995,2,19,7,8038
1970-01-01 00:00:00.000001995,2,20,1,10258
1970-01-01 00:00:00.000001995,2,21,2,11582
1970-01-01 00:00:00.000001995,2,22,3,11716
1970-01-01 00:00:00.000001995,2,23,4,11786
1970-01-01 00:00:00.000001995,2,24,5,11671
1970-01-01 00:00:00.000001995,2,25,6,8829
1970-01-01 00:00:00.000001995,2,26,7,8183
1970-01-01 00:00:00.000001995,2,27,1,10702
1970-01-01 00:00:00.000001995,2,28,2,11679
1970-01-01 00:00:00.000001995,3,1,3,11540
1970-01-01 00:00:00.000001995,3,2,4,11377
1970-01-01 00:00:00.000001995,3,3,5,11649
1970-01-01 00:00:00.000001995,3,4,6,8807
1970-01-01 00:00:00.000001995,3,5,7,7984
1970-01-01 00:00:00.000001995,3,6,1,10810
1970-01-01 00:00:00.000001995,3,7,2,12115
1970-01-01 00:00:00.000001995,3,8,3,11618
1970-01-01 00:00:00.000001995,3,9,4,11380
1970-01-01 00:00:00.000001995,3,10,5,11827
1970-01-01 00:00:00.000001995,3,11,6,8744
1970-01-01 00:00:00.000001995,3,12,7,7859
1970-01-01 00:00:00.000001995,3,13,1,10609
1970-01-01 00:00:00.000001995,3,14,2,11750
1970-01-01 00:00:00.000001995,3,15,3,11736
1970-01-01 00:00:00.000001995,3,16,4,11751
1970-01-01 00:00:00.000001995,3,17,5,11953
1970-01-01 00:00:00.000001995,3,18,6,8538
1970-01-01 00:00:00.000001995,3,19,7,7787
1970-01-01 00:00:00.000001995,3,20,1,10588
1970-01-01 00:00:00.000001995,3,21,2,11837
1970-01-01 00:00:00.000001995,3,22,3,11485
1970-01-01 00:00:00.000001995,3,23,4,11435
1970-01-01 00:00:00.000001995,3,24,5,11329
1970-01-01 00:00:00.000001995,3,25,6,8628
1970-01-01 00:00:00.000001995,3,26,7,7614
1970-01-01 00:00:00.000001995,3,27,1,10541
1970-01-01 00:00:00.000001995,3,28,2,11563
1970-01-01 00:00:00.000001995,3,29,3,11125
1970-01-01 00:00:00.000001995,3,30,4,11205
1970-01-01 00:00:00.000001995,3,31,5,11319
1970-01-01 00:00:00.000001995,4,1,6,8398
1970-01-01 00:00:00.000001995,4,2,7,7547
1970-01-01 00:00:00.000001995,4,3,1,10651
1970-01-01 00:00:00.000001995,4,4,2,11960
1970-01-01 00:00:00.000001995,4,5,3,11475
1970-01-01 00:00:00.000001995,4,6,4,11429
1970-01-01 00:00:00.000001995,4,7,5,11587
1970-01-01 00:00:00.000001995,4,8,6,8588
1970-01-01 00:00:00.000001995,4,9,7,7839
1970-01-01 00:00:00.000001995,4,10,1,10930
1970-01-01 00:00:00.000001995,4,11,2,11939
1970-01-01 00:00:00.000001995,4,12,3,11750
1970-01-01 00:00:00.000001995,4,13,4,11411
1970-01-01 00:00:00.000001995,4,14,5,10687
1970-01-01 00:00:00.000001995,4,15,6,8492
1970-01-01 00:00:00.000001995,4,16,7,7503
1970-01-01 00:00:00.000001995,4,17,1,10640
1970-01-01 00:00:00.000001995,4,18,2,11652
1970-01-01 00:00:00.000001995,4,19,3,11680
1970-01-01 00:00:00.000001995,4,20,4,11504
1970-01-01 00:00:00.000001995,4,21,5,11445
1970-01-01 00:00:00.000001995,4,22,6,8560
1970-01-01 00:00:00.000001995,4,23,7,7749
1970-01-01 00:00:00.000001995,4,24,1,11014
1970-01-01 00:00:00.000001995,4,25,2,11811
1970-01-01 00:00:00.000001995,4,26,3,11551
1970-01-01 00:00:00.000001995,4,27,4,11601
1970-01-01 00:00:00.000001995,4,28,5,11457
1970-01-01 00:00:00.000001995,4,29,6,8492
1970-01-01 00:00:00.000001995,4,30,7,7777
1970-01-01 00:00:00.000001995,5,1,1,11090
1970-01-01 00:00:00.000001995,5,2,2,12119
1970-01-01 00:00:00.000001995,5,3,3,11502
1970-01-01 00:00:00.000001995,5,4,4,11800
1970-01-01 00:00:00.000001995,5,5,5,11718
1970-01-01 00:00:00.000001995,5,6,6,8565
1970-01-01 00:00:00.000001995,5,7,7,7965
1970-01-01 00:00:00.000001995,5,8,1,10790
1970-01-01 00:00:00.000001995,5,9,2,11728
1970-01-01 00:00:00.000001995,5,10,3,11723
1970-01-01 00:00:00.000001995,5,11,4,11723
1970-01-01 00:00:00.000001995,5,12,5,11625
1970-01-01 00:00:00.000001995,5,13,6,8802
1970-01-01 00:00:00.000001995,5,14,7,8165
1970-01-01 00:00:00.000001995,5,15,1,11143
1970-01-01 00:00:00.000001995,5,16,2,12101
1970-01-01 00:00:00.000001995,5,17,3,12085
1970-01-01 00:00:00.000001995,5,18,4,11872
1970-01-01 00:00:00.000001995,5,19,5,11692
1970-01-01 00:00:00.000001995,5,20,6,8721
1970-01-01 00:00:00.000001995,5,21,7,8096
1970-01-01 00:00:00.000001995,5,22,1,11250
1970-01-01 00:00:00.000001995,5,23,2,12539
1970-01-01 00:00:00.000001995,5,24,3,12193
1970-01-01 00:00:00.000001995,5,25,4,12285
1970-01-01 00:00:00.000001995,5,26,5,12246
1970-01-01 00:00:00.000001995,5,27,6,8795
1970-01-01 00:00:00.000001995,5,28,7,8167
1970-01-01 00:00:00.000001995,5,29,1,8379
1970-01-01 00:00:00.000001995,5,30,2,11271
1970-01-01 00:00:00.000001995,5,31,3,12393
1970-01-01 00:00:00.000001995,6,1,4,12243
1970-01-01 00:00:00.000001995,6,2,5,11991
1970-01-01 00:00:00.000001995,6,3,6,9069
1970-01-01 00:00:00.000001995,6,4,7,8059
1970-01-01 00:00:00.000001995,6,5,1,11152
1970-01-01 00:00:00.000001995,6,6,2,12119
1970-01-01 00:00:00.000001995,6,7,3,11774
1970-01-01 00:00:00.000001995,6,8,4,12031
1970-01-01 00:00:00.000001995,6,9,5,11645
1970-01-01 00:00:00.000001995,6,10,6,8719
1970-01-01 00:00:00.000001995,6,11,7,8149
1970-01-01 00:00:00.000001995,6,12,1,11169
1970-01-01 00:00:00.000001995,6,13,2,11790
1970-01-01 00:00:00.000001995,6,14,3,11958
1970-01-01 00:00:00.000001995,6,15,4,11906
1970-01-01 00:00:00.000001995,6,16,5,11856
1970-01-01 00:00:00.000001995,6,17,6,8821
1970-01-01 00:00:00.000001995,6,18,7,8203
1970-01-01 00:00:00.000001995,6,19,1,11223
1970-01-01 00:00:00.000001995,6,20,2,12395
1970-01-01 00:00:00.000001995,6,21,3,12049
1970-01-01 00:00:00.000001995,6,22,4,11799
1970-01-01 00:00:00.000001995,6,23,5,11942
1970-01-01 00:00:00.000001995,6,24,6,9065
1970-01-01 00:00:00.000001995,6,25,7,8279
1970-01-01 00:00:00.000001995,6,26,1,11127
1970-01-01 00:00:00.000001995,6,27,2,12349
1970-01-01 00:00:00.000001995,6,28,3,12162
1970-01-01 00:00:00.000001995,6,29,4,12423
1970-01-01 00:00:00.000001995,6,30,5,12338
1970-01-01 00:00:00.000001995,7,1,6,9283
1970-01-01 00:00:00.000001995,7,2,7,8256
1970-01-01 00:00:00.000001995,7,3,1,10623
1970-01-01 00:00:00.000001995,7,4,2,9374
1970-01-01 00:00:00.000001995,7,5,3,11399
1970-01-01 00:00:00.000001995,7,6,4,12855
1970-01-01 00:00:00.000001995,7,7,5,12954
1970-01-01 00:00:00.000001995,7,8,6,9438
1970-01-01 00:00:00.000001995,7,9,7,8506
1970-01-01 00:00:00.000001995,7,10,1,11618
1970-01-01 00:00:00.000001995,7,11,2,12552
1970-01-01 00:00:00.000001995,7,12,3,12167
1970-01-01 00:00:00.000001995,7,13,4,12253
1970-01-01 00:00:00.000001995,7,14,5,12659
1970-01-01 00:00:00.000001995,7,15,6,9391
1970-01-01 00:00:00.000001995,7,16,7,8516
1970-01-01 00:00:00.000001995,7,17,1,11461
1970-01-01 00:00:00.000001995,7,18,2,12495
1970-01-01 00:00:00.000001995,7,19,3,12129
1970-01-01 00:00:00.000001995,7,20,4,12598
1970-01-01 00:00:00.000001995,7,21,5,12428
1970-01-01 00:00:00.000001995,7,22,6,9328
1970-01-01 00:00:00.000001995,7,23,7,8483
1970-01-01 00:00:00.000001995,7,24,1,11501
1970-01-01 00:00:00.000001995,7,25,2,12580
1970-01-01 00:00:00.000001995,7,26,3,12316
1970-01-01 00:00:00.000001995,7,27,4,12309
1970-01-01 00:00:00.000001995,7,28,5,12442
1970-01-01 00:00:00.000001995,7,29,6,9277
1970-01-01 00:00:00.000001995,7,30,7,8384
1970-01-01 00:00:00.000001995,7,31,1,11298
1970-01-01 00:00:00.000001995,8,1,2,12442
1970-01-01 00:00:00.000001995,8,2,3,12249
1970-01-01 00:00:00.000001995,8,3,4,12193
1970-01-01 00:00:00.000001995,8,4,5,12186
1970-01-01 00:00:00.000001995,8,5,6,9267
1970-01-01 00:00:00.000001995,8,6,7,8346
1970-01-01 00:00:00.000001995,8,7,1,11223
1970-01-01 00:00:00.000001995,8,8,2,12441
1970-01-01 00:00:00.000001995,8,9,3,12217
1970-01-01 00:00:00.000001995,8,10,4,12243
1970-01-01 00:00:00.000001995,8,11,5,12154
1970-01-01 00:00:00.000001995,8,12,6,9153
1970-01-01 00:00:00.000001995,8,13,7,8421
1970-01-01 00:00:00.000001995,8,14,1,11297
1970-01-01 00:00:00.000001995,8,15,2,12760
1970-01-01 00:00:00.000001995,8,16,3,12244
1970-01-01 00:00:00.000001995,8,17,4,12345
1970-01-01 00:00:00.000001995,8,18,5,12362
1970-01-01 00:00:00.000001995,8,19,6,9265
1970-01-01 00:00:00.000001995,8,20,7,8434
1970-01-01 00:00:00.000001995,8,21,1,11436
1970-01-01 00:00:00.000001995,8,22,2,12612
1970-01-01 00:00:00.000001995,8,23,3,12083
1970-01-01 00:00:00.000001995,8,24,4,12381
1970-01-01 00:00:00.000001995,8,25,5,12208
1970-01-01 00:00:00.000001995,8,26,6,9155
1970-01-01 00:00:00.000001995,8,27,7,8509
1970-01-01 00:00:00.000001995,8,28,1,11473
1970-01-01 00:00:00.000001995,8,29,2,12522
1970-01-01 00:00:00.000001995,8,30,3,12631
1970-01-01 00:00:00.000001995,8,31,4,12485
1970-01-01 00:00:00.000001995,9,1,5,12439
1970-01-01 00:00:00.000001995,9,2,6,9079
1970-01-01 00:00:00.000001995,9,3,7,8438
1970-01-01 00:00:00.000001995,9,4,1,8441
1970-01-01 00:00:00.000001995,9,5,2,11682
1970-01-01 00:00:00.000001995,9,6,3,12951
1970-01-01 00:00:00.000001995,9,7,4,12924
1970-01-01 00:00:00.000001995,9,8,5,12939
1970-01-01 00:00:00.000001995,9,9,6,9714
1970-01-01 00:00:00.000001995,9,10,7,8568
1970-01-01 00:00:00.000001995,9,11,1,11480
1970-01-01 00:00:00.000001995,9,12,2,12583
1970-01-01 00:00:00.000001995,9,13,3,12173
1970-01-01 00:00:00.000001995,9,14,4,12789
1970-01-01 00:00:00.000001995,9,15,5,13023
1970-01-01 00:00:00.000001995,9,16,6,9535
1970-01-01 00:00:00.000001995,9,17,7,8757
1970-01-01 00:00:00.000001995,9,18,1,11729
1970-01-01 00:00:00.000001995,9,19,2,12692
1970-01-01 00:00:00.000001995,9,20,3,12571
1970-01-01 00:00:00.000001995,9,21,4,12663
1970-01-01 00:00:00.000001995,9,22,5,12813
1970-01-01 00:00:00.000001995,9,23,6,9341
1970-01-01 00:00:00.000001995,9,24,7,8659
1970-01-01 00:00:00.000001995,9,25,1,11552
1970-01-01 00:00:00.000001995,9,26,2,12814
1970-01-01 00:00:00.000001995,9,27,3,12605
1970-01-01 00:00:00.000001995,9,28,4,12845
1970-01-01 00:00:00.000001995,9,29,5,12316
1970-01-01 00:00:00.000001995,9,30,6,8988
1970-01-01 00:00:00.000001995,10,1,7,8545
1970-01-01 00:00:00.000001995,10,2,1,11650
1970-01-01 00:00:00.000001995,10,3,2,12375
1970-01-01 00:00:00.000001995,10,4,3,12016
1970-01-01 00:00:00.000001995,10,5,4,12245
1970-01-01 00:00:00.000001995,10,6,5,12081
1970-01-01 00:00:00.000001995,10,7,6,9048
1970-01-01 00:00:00.000001995,10,8,7,7997
1970-01-01 00:00:00.000001995,10,9,1,10892
1970-01-01 00:00:00.000001995,10,10,2,12273
1970-01-01 00:00:00.000001995,10,11,3,11843
1970-01-01 00:00:00.000001995,10,12,4,12002
1970-01-01 00:00:00.000001995,10,13,5,11078
1970-01-01 00:00:00.000001995,10,14,6,8920
1970-01-01 00:00:00.000001995,10,15,7,7996
1970-01-01 00:00:00.000001995,10,16,1,10840
1970-01-01 00:00:00.000001995,10,17,2,11974
1970-01-01 00:00:00.000001995,10,18,3,11693
1970-01-01 00:00:00.000001995,10,19,4,11463
1970-01-01 00:00:00.000001995,10,20,5,11610
1970-01-01 00:00:00.000001995,10,21,6,8673
1970-01-01 00:00:00.000001995,10,22,7,7827
1970-01-01 00:00:00.000001995,10,23,1,10770
1970-01-01 00:00:00.000001995,10,24,2,11916
1970-01-01 00:00:00.000001995,10,25,3,11573
1970-01-01 00:00:00.000001995,10,26,4,11534
1970-01-01 00:00:00.000001995,10,27,5,11449
1970-01-01 00:00:00.000001995,10,28,6,8633
1970-01-01 00:00:00.000001995,10,29,7,7876
1970-01-01 00:00:00.000001995,10,30,1,10480
1970-01-01 00:00:00.000001995,10,31,2,10740
1970-01-01 00:00:00.000001995,11,1,3,11702
1970-01-01 00:00:00.000001995,11,2,4,11746
1970-01-01 00:00:00.000001995,11,3,5,11368
1970-01-01 00:00:00.000001995,11,4,6,8438
1970-01-01 00:00:00.000001995,11,5,7,7868
1970-01-01 00:00:00.000001995,11,6,1,10809
1970-01-01 00:00:00.000001995,11,7,2,12038
1970-01-01 00:00:00.000001995,11,8,3,11702
1970-01-01 00:00:00.000001995,11,9,4,11441
1970-01-01 00:00:00.000001995,11,10,5,11246
1970-01-01 00:00:00.000001995,11,11,6,8522
1970-01-01 00:00:00.000001995,11,12,7,7891
1970-01-01 00:00:00.000001995,11,13,1,10534
1970-01-01 00:00:00.000001995,11,14,2,11455
1970-01-01 00:00:00.000001995,11,15,3,11629
1970-01-01 00:00:00.000001995,11,16,4,11436
1970-01-01 00:00:00.000001995,11,17,5,11410
1970-01-01 00:00:00.000001995,11,18,6,8493
1970-01-01 00:00:00.000001995,11,19,7,7772
1970-01-01 00:00:00.000001995,11,20,1,11476
1970-01-01 00:00:00.000001995,11,21,2,12503
1970-01-01 00:00:00.000001995,11,22,3,11304
1970-01-01 00:00:00.000001995,11,23,4,7754
1970-01-01 00:00:00.000001995,11,24,5,9125
1970-01-01 00:00:00.000001995,11,25,6,8115
1970-01-01 00:00:00.000001995,11,26,7,7500
1970-01-01 00:00:00.000001995,11,27,1,10979
1970-01-01 00:00:00.000001995,11,28,2,12002
1970-01-01 00:00:00.000001995,11,29,3,11344
1970-01-01 00:00:00.000001995,11,30,4,11215
1970-01-01 00:00:00.000001995,12,1,5,11206
1970-01-01 00:00:00.000001995,12,2,6,8429
1970-01-01 00:00:00.000001995,12,3,7,7703
1970-01-01 00:00:00.000001995,12,4,1,10346
1970-01-01 00:00:00.000001995,12,5,2,11676
1970-01-01 00:00:00.000001995,12,6,3,11188
1970-01-01 00:00:00.000001995,12,7,4,11242
1970-01-01 00:00:00.000001995,12,8,5,11166
1970-01-01 00:00:00.000001995,12,9,6,8201
1970-01-01 00:00:00.000001995,12,10,7,7595
1970-01-01 00:00:00.000001995,12,11,1,10429
1970-01-01 00:00:00.000001995,12,12,2,11784
1970-01-01 00:00:00.000001995,12,13,3,11191
1970-01-01 00:00:00.000001995,12,14,4,11403
1970-01-01 00:00:00.000001995,12,15,5,11458
1970-01-01 00:00:00.000001995,12,16,6,8509
1970-01-01 00:00:00.000001995,12,17,7,7759
1970-01-01 00:00:00.000001995,12,18,1,11139
1970-01-01 00:00:00.000001995,12,19,2,12501
1970-01-01 00:00:00.000001995,12,20,3,12043
1970-01-01 00:00:00.000001995,12,21,4,11944
1970-01-01 00:00:00.000001995,12,22,5,11204
1970-01-01 00:00:00.000001995,12,23,6,8058
1970-01-01 00:00:00.000001995,12,24,7,6999
1970-01-01 00:00:00.000001995,12,25,1,7027
1970-01-01 00:00:00.000001995,12,26,2,9447
1970-01-01 00:00:00.000001995,12,27,3,11897
1970-01-01 00:00:00.000001995,12,28,4,12530
1970-01-01 00:00:00.000001995,12,29,5,12207
1970-01-01 00:00:00.000001995,12,30,6,9093
1970-01-01 00:00:00.000001995,12,31,7,7596
1970-01-01 00:00:00.000001996,1,1,1,7683
1970-01-01 00:00:00.000001996,1,2,2,9408
1970-01-01 00:00:00.000001996,1,3,3,10954
1970-01-01 00:00:00.000001996,1,4,4,11308
