year,month,date_of_month,day_of_week,births
1970-01-01 00:00:00.000001996,1,5,5,11631
1970-01-01 00:00:00.000001996,1,6,6,8680
1970-01-01 00:00:00.000001996,1,7,7,7735
1970-01-01 00:00:00.000001996,1,8,1,10044
1970-01-01 00:00:00.000001996,1,9,2,11018
1970-01-01 00:00:00.000001996,1,10,3,11144
1970-01-01 00:00:00.000001996,1,11,4,11304
1970-01-01 00:00:00.000001996,1,12,5,11274
1970-01-01 00:00:00.000001996,1,13,6,8488
1970-01-01 00:00:00.000001996,1,14,7,7685
1970-01-01 00:00:00.000001996,1,15,1,9912
1970-01-01 00:00:00.000001996,1,16,2,11181
1970-01-01 00:00:00.000001996,1,17,3,11148
1970-01-01 00:00:00.000001996,1,18,4,11579
1970-01-01 00:00:00.000001996,1,19,5,11292
1970-01-01 00:00:00.000001996,1,20,6,8492
1970-01-01 00:00:00.000001996,1,21,7,7701
1970-01-01 00:00:00.000001996,1,22,1,10593
1970-01-01 00:00:00.000001996,1,23,2,11451
1970-01-01 00:00:00.000001996,1,24,3,11336
1970-01-01 00:00:00.000001996,1,25,4,11405
1970-01-01 00:00:00.000001996,1,26,5,11195
1970-01-01 00:00:00.000001996,1,27,6,8487
1970-01-01 00:00:00.000001996,1,28,7,7533
1970-01-01 00:00:00.000001996,1,29,1,10374
1970-01-01 00:00:00.000001996,1,30,2,11359
1970-01-01 00:00:00.000001996,1,31,3,10889
1970-01-01 00:00:00.000001996,2,1,4,11030
1970-01-01 00:00:00.000001996,2,2,5,11335
1970-01-01 00:00:00.000001996,2,3,6,8390
1970-01-01 00:00:00.000001996,2,4,7,7531
1970-01-01 00:00:00.000001996,2,5,1,10364
1970-01-01 00:00:00.000001996,2,6,2,11360
1970-01-01 00:00:00.000001996,2,7,3,11204
1970-01-01 00:00:00.000001996,2,8,4,11529
1970-01-01 00:00:00.000001996,2,9,5,11577
1970-01-01 00:00:00.000001996,2,10,6,8578
1970-01-01 00:00:00.000001996,2,11,7,7710
1970-01-01 00:00:00.000001996,2,12,1,10542
1970-01-01 00:00:00.000001996,2,13,2,11322
1970-01-01 00:00:00.000001996,2,14,3,12094
1970-01-01 00:00:00.000001996,2,15,4,11820
1970-01-01 00:00:00.000001996,2,16,5,11666
1970-01-01 00:00:00.000001996,2,17,6,8465
1970-01-01 00:00:00.000001996,2,18,7,7763
1970-01-01 00:00:00.000001996,2,19,1,10036
1970-01-01 00:00:00.000001996,2,20,2,11598
1970-01-01 00:00:00.000001996,2,21,3,11554
1970-01-01 00:00:00.000001996,2,22,4,11697
1970-01-01 00:00:00.000001996,2,23,5,11415
1970-01-01 00:00:00.000001996,2,24,6,8692
1970-01-01 00:00:00.000001996,2,25,7,7917
1970-01-01 00:00:00.000001996,2,26,1,10693
1970-01-01 00:00:00.000001996,2,27,2,11761
1970-01-01 00:00:00.000001996,2,28,3,11428
1970-01-01 00:00:00.000001996,2,29,4,10692
1970-01-01 00:00:00.000001996,3,1,5,11785
1970-01-01 00:00:00.000001996,3,2,6,8719
1970-01-01 00:00:00.000001996,3,3,7,7885
1970-01-01 00:00:00.000001996,3,4,1,10586
1970-01-01 00:00:00.000001996,3,5,2,11475
1970-01-01 00:00:00.000001996,3,6,3,11535
1970-01-01 00:00:00.000001996,3,7,4,11446
1970-01-01 00:00:00.000001996,3,8,5,11272
1970-01-01 00:00:00.000001996,3,9,6,8611
1970-01-01 00:00:00.000001996,3,10,7,7512
1970-01-01 00:00:00.000001996,3,11,1,10668
1970-01-01 00:00:00.000001996,3,12,2,11623
1970-01-01 00:00:00.000001996,3,13,3,11338
1970-01-01 00:00:00.000001996,3,14,4,11578
1970-01-01 00:00:00.000001996,3,15,5,11860
1970-01-01 00:00:00.000001996,3,16,6,8691
1970-01-01 00:00:00.000001996,3,17,7,8010
1970-01-01 00:00:00.000001996,3,18,1,10812
1970-01-01 00:00:00.000001996,3,19,2,11764
1970-01-01 00:00:00.000001996,3,20,3,11482
1970-01-01 00:00:00.000001996,3,21,4,11653
1970-01-01 00:00:00.000001996,3,22,5,11727
1970-01-01 00:00:00.000001996,3,23,6,8534
1970-01-01 00:00:00.000001996,3,24,7,8002
1970-01-01 00:00:00.000001996,3,25,1,10662
1970-01-01 00:00:00.000001996,3,26,2,11764
1970-01-01 00:00:00.000001996,3,27,3,11532
1970-01-01 00:00:00.000001996,3,28,4,11728
1970-01-01 00:00:00.000001996,3,29,5,11659
1970-01-01 00:00:00.000001996,3,30,6,8712
1970-01-01 00:00:00.000001996,3,31,7,7956
1970-01-01 00:00:00.000001996,4,1,1,10173
1970-01-01 00:00:00.000001996,4,2,2,12055
1970-01-01 00:00:00.000001996,4,3,3,11622
1970-01-01 00:00:00.000001996,4,4,4,11881
1970-01-01 00:00:00.000001996,4,5,5,10985
1970-01-01 00:00:00.000001996,4,6,6,8354
1970-01-01 00:00:00.000001996,4,7,7,7372
1970-01-01 00:00:00.000001996,4,8,1,10659
1970-01-01 00:00:00.000001996,4,9,2,11631
1970-01-01 00:00:00.000001996,4,10,3,11429
1970-01-01 00:00:00.000001996,4,11,4,11489
1970-01-01 00:00:00.000001996,4,12,5,11462
1970-01-01 00:00:00.000001996,4,13,6,8565
1970-01-01 00:00:00.000001996,4,14,7,7687
1970-01-01 00:00:00.000001996,4,15,1,10548
1970-01-01 00:00:00.000001996,4,16,2,11754
1970-01-01 00:00:00.000001996,4,17,3,11554
1970-01-01 00:00:00.000001996,4,18,4,11282
1970-01-01 00:00:00.000001996,4,19,5,11438
1970-01-01 00:00:00.000001996,4,20,6,8451
1970-01-01 00:00:00.000001996,4,21,7,7789
1970-01-01 00:00:00.000001996,4,22,1,10957
1970-01-01 00:00:00.000001996,4,23,2,11979
1970-01-01 00:00:00.000001996,4,24,3,11342
1970-01-01 00:00:00.000001996,4,25,4,11340
1970-01-01 00:00:00.000001996,4,26,5,11070
1970-01-01 00:00:00.000001996,4,27,6,8444
1970-01-01 00:00:00.000001996,4,28,7,7567
1970-01-01 00:00:00.000001996,4,29,1,10325
1970-01-01 00:00:00.000001996,4,30,2,11391
1970-01-01 00:00:00.000001996,5,1,3,11390
1970-01-01 00:00:00.000001996,5,2,4,11397
1970-01-01 00:00:00.000001996,5,3,5,11011
1970-01-01 00:00:00.000001996,5,4,6,8483
1970-01-01 00:00:00.000001996,5,5,7,7821
1970-01-01 00:00:00.000001996,5,6,1,10585
1970-01-01 00:00:00.000001996,5,7,2,11567
1970-01-01 00:00:00.000001996,5,8,3,11403
1970-01-01 00:00:00.000001996,5,9,4,11404
1970-01-01 00:00:00.000001996,5,10,5,11471
1970-01-01 00:00:00.000001996,5,11,6,8495
1970-01-01 00:00:00.000001996,5,12,7,7758
1970-01-01 00:00:00.000001996,5,13,1,10291
1970-01-01 00:00:00.000001996,5,14,2,11757
1970-01-01 00:00:00.000001996,5,15,3,11619
1970-01-01 00:00:00.000001996,5,16,4,11637
1970-01-01 00:00:00.000001996,5,17,5,11370
1970-01-01 00:00:00.000001996,5,18,6,8696
1970-01-01 00:00:00.000001996,5,19,7,7906
1970-01-01 00:00:00.000001996,5,20,1,11073
1970-01-01 00:00:00.000001996,5,21,2,11962
1970-01-01 00:00:00.000001996,5,22,3,11733
1970-01-01 00:00:00.000001996,5,23,4,11511
1970-01-01 00:00:00.000001996,5,24,5,11835
1970-01-01 00:00:00.000001996,5,25,6,8666
1970-01-01 00:00:00.000001996,5,26,7,7746
1970-01-01 00:00:00.000001996,5,27,1,8034
1970-01-01 00:00:00.000001996,5,28,2,11151
1970-01-01 00:00:00.000001996,5,29,3,12119
1970-01-01 00:00:00.000001996,5,30,4,11964
1970-01-01 00:00:00.000001996,5,31,5,11853
1970-01-01 00:00:00.000001996,6,1,6,8866
1970-01-01 00:00:00.000001996,6,2,7,7962
1970-01-01 00:00:00.000001996,6,3,1,10916
1970-01-01 00:00:00.000001996,6,4,2,11783
1970-01-01 00:00:00.000001996,6,5,3,11695
1970-01-01 00:00:00.000001996,6,6,4,11849
1970-01-01 00:00:00.000001996,6,7,5,11750
1970-01-01 00:00:00.000001996,6,8,6,8739
1970-01-01 00:00:00.000001996,6,9,7,8013
1970-01-01 00:00:00.000001996,6,10,1,10927
1970-01-01 00:00:00.000001996,6,11,2,11978
1970-01-01 00:00:00.000001996,6,12,3,11710
1970-01-01 00:00:00.000001996,6,13,4,11521
1970-01-01 00:00:00.000001996,6,14,5,11644
1970-01-01 00:00:00.000001996,6,15,6,8783
1970-01-01 00:00:00.000001996,6,16,7,8004
1970-01-01 00:00:00.000001996,6,17,1,10981
1970-01-01 00:00:00.000001996,6,18,2,12105
1970-01-01 00:00:00.000001996,6,19,3,11779
1970-01-01 00:00:00.000001996,6,20,4,12052
1970-01-01 00:00:00.000001996,6,21,5,11759
1970-01-01 00:00:00.000001996,6,22,6,8946
1970-01-01 00:00:00.000001996,6,23,7,8128
1970-01-01 00:00:00.000001996,6,24,1,11080
1970-01-01 00:00:00.000001996,6,25,2,12150
1970-01-01 00:00:00.000001996,6,26,3,12154
1970-01-01 00:00:00.000001996,6,27,4,11957
1970-01-01 00:00:00.000001996,6,28,5,12057
1970-01-01 00:00:00.000001996,6,29,6,8956
1970-01-01 00:00:00.000001996,6,30,7,8281
1970-01-01 00:00:00.000001996,7,1,1,11779
1970-01-01 00:00:00.000001996,7,2,2,13167
1970-01-01 00:00:00.000001996,7,3,3,12563
1970-01-01 00:00:00.000001996,7,4,4,9358
1970-01-01 00:00:00.000001996,7,5,5,10823
1970-01-01 00:00:00.000001996,7,6,6,9044
1970-01-01 00:00:00.000001996,7,7,7,8248
1970-01-01 00:00:00.000001996,7,8,1,11385
1970-01-01 00:00:00.000001996,7,9,2,12623
1970-01-01 00:00:00.000001996,7,10,3,12362
1970-01-01 00:00:00.000001996,7,11,4,12256
1970-01-01 00:00:00.000001996,7,12,5,11976
1970-01-01 00:00:00.000001996,7,13,6,9152
1970-01-01 00:00:00.000001996,7,14,7,8358
1970-01-01 00:00:00.000001996,7,15,1,11421
1970-01-01 00:00:00.000001996,7,16,2,12619
1970-01-01 00:00:00.000001996,7,17,3,12660
1970-01-01 00:00:00.000001996,7,18,4,12247
1970-01-01 00:00:00.000001996,7,19,5,12049
1970-01-01 00:00:00.000001996,7,20,6,9107
1970-01-01 00:00:00.000001996,7,21,7,8349
1970-01-01 00:00:00.000001996,7,22,1,11164
1970-01-01 00:00:00.000001996,7,23,2,12731
1970-01-01 00:00:00.000001996,7,24,3,12214
1970-01-01 00:00:00.000001996,7,25,4,12307
1970-01-01 00:00:00.000001996,7,26,5,12082
1970-01-01 00:00:00.000001996,7,27,6,9012
1970-01-01 00:00:00.000001996,7,28,7,8227
1970-01-01 00:00:00.000001996,7,29,1,11232
1970-01-01 00:00:00.000001996,7,30,2,12519
1970-01-01 00:00:00.000001996,7,31,3,12128
1970-01-01 00:00:00.000001996,8,1,4,12153
1970-01-01 00:00:00.000001996,8,2,5,12088
1970-01-01 00:00:00.000001996,8,3,6,9174
1970-01-01 00:00:00.000001996,8,4,7,8327
1970-01-01 00:00:00.000001996,8,5,1,11268
1970-01-01 00:00:00.000001996,8,6,2,12508
1970-01-01 00:00:00.000001996,8,7,3,12277
1970-01-01 00:00:00.000001996,8,8,4,12385
1970-01-01 00:00:00.000001996,8,9,5,12167
1970-01-01 00:00:00.000001996,8,10,6,9175
1970-01-01 00:00:00.000001996,8,11,7,8310
1970-01-01 00:00:00.000001996,8,12,1,11499
1970-01-01 00:00:00.000001996,8,13,2,12407
1970-01-01 00:00:00.000001996,8,14,3,12294
1970-01-01 00:00:00.000001996,8,15,4,12180
1970-01-01 00:00:00.000001996,8,16,5,12419
1970-01-01 00:00:00.000001996,8,17,6,9290
1970-01-01 00:00:00.000001996,8,18,7,8305
1970-01-01 00:00:00.000001996,8,19,1,11392
1970-01-01 00:00:00.000001996,8,20,2,12270
1970-01-01 00:00:00.000001996,8,21,3,12338
1970-01-01 00:00:00.000001996,8,22,4,12291
1970-01-01 00:00:00.000001996,8,23,5,12213
1970-01-01 00:00:00.000001996,8,24,6,9130
1970-01-01 00:00:00.000001996,8,25,7,8212
1970-01-01 00:00:00.000001996,8,26,1,11201
1970-01-01 00:00:00.000001996,8,27,2,12573
1970-01-01 00:00:00.000001996,8,28,3,12339
1970-01-01 00:00:00.000001996,8,29,4,12509
1970-01-01 00:00:00.000001996,8,30,5,12479
1970-01-01 00:00:00.000001996,8,31,6,9144
1970-01-01 00:00:00.000001996,9,1,7,8250
1970-01-01 00:00:00.000001996,9,2,1,8331
1970-01-01 00:00:00.000001996,9,3,2,11506
1970-01-01 00:00:00.000001996,9,4,3,12970
1970-01-01 00:00:00.000001996,9,5,4,12657
1970-01-01 00:00:00.000001996,9,6,5,12629
1970-01-01 00:00:00.000001996,9,7,6,9396
1970-01-01 00:00:00.000001996,9,8,7,8354
1970-01-01 00:00:00.000001996,9,9,1,11543
1970-01-01 00:00:00.000001996,9,10,2,12662
1970-01-01 00:00:00.000001996,9,11,3,12420
1970-01-01 00:00:00.000001996,9,12,4,12486
1970-01-01 00:00:00.000001996,9,13,5,12019
1970-01-01 00:00:00.000001996,9,14,6,9323
1970-01-01 00:00:00.000001996,9,15,7,8561
1970-01-01 00:00:00.000001996,9,16,1,12107
1970-01-01 00:00:00.000001996,9,17,2,13063
1970-01-01 00:00:00.000001996,9,18,3,12630
1970-01-01 00:00:00.000001996,9,19,4,12535
1970-01-01 00:00:00.000001996,9,20,5,12754
1970-01-01 00:00:00.000001996,9,21,6,9492
1970-01-01 00:00:00.000001996,9,22,7,8694
1970-01-01 00:00:00.000001996,9,23,1,11605
1970-01-01 00:00:00.000001996,9,24,2,12910
1970-01-01 00:00:00.000001996,9,25,3,12768
1970-01-01 00:00:00.000001996,9,26,4,12684
1970-01-01 00:00:00.000001996,9,27,5,12756
1970-01-01 00:00:00.000001996,9,28,6,9359
1970-01-01 00:00:00.000001996,9,29,7,8393
1970-01-01 00:00:00.000001996,9,30,1,11491
1970-01-01 00:00:00.000001996,10,1,2,12851
1970-01-01 00:00:00.000001996,10,2,3,12347
1970-01-01 00:00:00.000001996,10,3,4,12248
1970-01-01 00:00:00.000001996,10,4,5,12224
1970-01-01 00:00:00.000001996,10,5,6,8900
1970-01-01 00:00:00.000001996,10,6,7,7960
1970-01-01 00:00:00.000001996,10,7,1,11186
1970-01-01 00:00:00.000001996,10,8,2,12311
1970-01-01 00:00:00.000001996,10,9,3,12069
1970-01-01 00:00:00.000001996,10,10,4,12157
1970-01-01 00:00:00.000001996,10,11,5,11582
1970-01-01 00:00:00.000001996,10,12,6,8710
1970-01-01 00:00:00.000001996,10,13,7,7970
1970-01-01 00:00:00.000001996,10,14,1,10770
1970-01-01 00:00:00.000001996,10,15,2,12272
1970-01-01 00:00:00.000001996,10,16,3,11894
1970-01-01 00:00:00.000001996,10,17,4,11764
1970-01-01 00:00:00.000001996,10,18,5,11495
1970-01-01 00:00:00.000001996,10,19,6,8459
1970-01-01 00:00:00.000001996,10,20,7,7786
1970-01-01 00:00:00.000001996,10,21,1,10790
1970-01-01 00:00:00.000001996,10,22,2,11857
1970-01-01 00:00:00.000001996,10,23,3,11807
1970-01-01 00:00:00.000001996,10,24,4,11538
1970-01-01 00:00:00.000001996,10,25,5,11618
1970-01-01 00:00:00.000001996,10,26,6,8695
1970-01-01 00:00:00.000001996,10,27,7,8061
1970-01-01 00:00:00.000001996,10,28,1,10846
1970-01-01 00:00:00.000001996,10,29,2,12054
1970-01-01 00:00:00.000001996,10,30,3,11812
1970-01-01 00:00:00.000001996,10,31,4,10313
1970-01-01 00:00:00.000001996,11,1,5,11717
1970-01-01 00:00:00.000001996,11,2,6,8614
1970-01-01 00:00:00.000001996,11,3,7,7753
1970-01-01 00:00:00.000001996,11,4,1,10846
1970-01-01 00:00:00.000001996,11,5,2,12019
1970-01-01 00:00:00.000001996,11,6,3,11575
1970-01-01 00:00:00.000001996,11,7,4,11854
1970-01-01 00:00:00.000001996,11,8,5,11880
1970-01-01 00:00:00.000001996,11,9,6,8780
1970-01-01 00:00:00.000001996,11,10,7,7666
1970-01-01 00:00:00.000001996,11,11,1,10586
1970-01-01 00:00:00.000001996,11,12,2,11687
1970-01-01 00:00:00.000001996,11,13,3,11065
1970-01-01 00:00:00.000001996,11,14,4,11516
1970-01-01 00:00:00.000001996,11,15,5,11523
1970-01-01 00:00:00.000001996,11,16,6,8562
1970-01-01 00:00:00.000001996,11,17,7,7808
1970-01-01 00:00:00.000001996,11,18,1,10712
1970-01-01 00:00:00.000001996,11,19,2,12001
1970-01-01 00:00:00.000001996,11,20,3,11557
1970-01-01 00:00:00.000001996,11,21,4,11617
1970-01-01 00:00:00.000001996,11,22,5,11713
1970-01-01 00:00:00.000001996,11,23,6,8535
1970-01-01 00:00:00.000001996,11,24,7,7452
1970-01-01 00:00:00.000001996,11,25,1,11352
1970-01-01 00:00:00.000001996,11,26,2,12451
1970-01-01 00:00:00.000001996,11,27,3,11169
1970-01-01 00:00:00.000001996,11,28,4,7770
1970-01-01 00:00:00.000001996,11,29,5,9302
1970-01-01 00:00:00.000001996,11,30,6,8315
1970-01-01 00:00:00.000001996,12,1,7,7929
1970-01-01 00:00:00.000001996,12,2,1,10969
1970-01-01 00:00:00.000001996,12,3,2,12123
1970-01-01 00:00:00.000001996,12,4,3,11837
1970-01-01 00:00:00.000001996,12,5,4,11587
1970-01-01 00:00:00.000001996,12,6,5,11547
1970-01-01 00:00:00.000001996,12,7,6,8505
1970-01-01 00:00:00.000001996,12,8,7,7730
1970-01-01 00:00:00.000001996,12,9,1,10642
1970-01-01 00:00:00.000001996,12,10,2,11900
1970-01-01 00:00:00.000001996,12,11,3,11521
1970-01-01 00:00:00.000001996,12,12,4,11845
1970-01-01 00:00:00.000001996,12,13,5,10623
1970-01-01 00:00:00.000001996,12,14,6,8618
1970-01-01 00:00:00.000001996,12,15,7,7717
1970-01-01 00:00:00.000001996,12,16,1,11193
1970-01-01 00:00:00.000001996,12,17,2,12379
1970-01-01 00:00:00.000001996,12,18,3,12116
1970-01-01 00:00:00.000001996,12,19,4,12181
1970-01-01 00:00:00.000001996,12,20,5,12552
1970-01-01 00:00:00.000001996,12,21,6,8684
1970-01-01 00:00:00.000001996,12,22,7,7749
1970-01-01 00:00:00.000001996,12,23,1,10604
1970-01-01 00:00:00.000001996,12,24,2,9114
1970-01-01 00:00:00.000001996,12,25,3,7092
1970-01-01 00:00:00.000001996,12,26,4,10321
1970-01-01 00:00:00.000001996,12,27,5,12260
1970-01-01 00:00:00.000001996,12,28,6,9103
1970-01-01 00:00:00.000001996,12,29,7,8193
1970-01-01 00:00:00.000001996,12,30,1,11911
1970-01-01 00:00:00.000001996,12,31,2,11924
1970-01-01 00:00:00.000001997,1,1,3,8349
1970-01-01 00:00:00.000001997,1,2,4,9914
1970-01-01 00:00:00.000001997,1,3,5,11196
1970-01-01 00:00:00.000001997,1,4,6,8617
1970-01-01 00:00:00.000001997,1,5,7,7657
1970-01-01 00:00:00.000001997,1,6,1,10456
1970-01-01 00:00:00.000001997,1,7,2,11615
1970-01-01 00:00:00.000001997,1,8,3,10872
1970-01-01 00:00:00.000001997,1,9,4,10981
1970-01-01 00:00:00.000001997,1,10,5,11545
1970-01-01 00:00:00.000001997,1,11,6,8368
1970-01-01 00:00:00.000001997,1,12,7,7524
1970-01-01 00:00:00.000001997,1,13,1,10267
1970-01-01 00:00:00.000001997,1,14,2,11502
1970-01-01 00:00:00.000001997,1,15,3,11319
1970-01-01 00:00:00.000001997,1,16,4,11311
1970-01-01 00:00:00.000001997,1,17,5,11321
1970-01-01 00:00:00.000001997,1,18,6,8340
1970-01-01 00:00:00.000001997,1,19,7,7527
1970-01-01 00:00:00.000001997,1,20,1,10444
1970-01-01 00:00:00.000001997,1,21,2,11536
1970-01-01 00:00:00.000001997,1,22,3,11508
1970-01-01 00:00:00.000001997,1,23,4,11511
1970-01-01 00:00:00.000001997,1,24,5,11410
1970-01-01 00:00:00.000001997,1,25,6,8634
1970-01-01 00:00:00.000001997,1,26,7,7526
1970-01-01 00:00:00.000001997,1,27,1,10527
1970-01-01 00:00:00.000001997,1,28,2,11661
1970-01-01 00:00:00.000001997,1,29,3,11084
1970-01-01 00:00:00.000001997,1,30,4,11171
1970-01-01 00:00:00.000001997,1,31,5,11518
1970-01-01 00:00:00.000001997,2,1,6,8488
1970-01-01 00:00:00.000001997,2,2,7,7706
1970-01-01 00:00:00.000001997,2,3,1,10596
1970-01-01 00:00:00.000001997,2,4,2,11621
1970-01-01 00:00:00.000001997,2,5,3,11291
1970-01-01 00:00:00.000001997,2,6,4,11228
1970-01-01 00:00:00.000001997,2,7,5,11538
1970-01-01 00:00:00.000001997,2,8,6,8411
1970-01-01 00:00:00.000001997,2,9,7,7566
1970-01-01 00:00:00.000001997,2,10,1,10778
1970-01-01 00:00:00.000001997,2,11,2,11734
1970-01-01 00:00:00.000001997,2,12,3,11548
1970-01-01 00:00:00.000001997,2,13,4,11288
1970-01-01 00:00:00.000001997,2,14,5,12321
1970-01-01 00:00:00.000001997,2,15,6,8805
1970-01-01 00:00:00.000001997,2,16,7,7670
1970-01-01 00:00:00.000001997,2,17,1,10023
1970-01-01 00:00:00.000001997,2,18,2,11126
1970-01-01 00:00:00.000001997,2,19,3,11574
1970-01-01 00:00:00.000001997,2,20,4,11571
1970-01-01 00:00:00.000001997,2,21,5,11458
1970-01-01 00:00:00.000001997,2,22,6,8845
1970-01-01 00:00:00.000001997,2,23,7,7553
1970-01-01 00:00:00.000001997,2,24,1,10481
1970-01-01 00:00:00.000001997,2,25,2,11566
1970-01-01 00:00:00.000001997,2,26,3,11573
1970-01-01 00:00:00.000001997,2,27,4,11666
1970-01-01 00:00:00.000001997,2,28,5,11516
1970-01-01 00:00:00.000001997,3,1,6,8589
1970-01-01 00:00:00.000001997,3,2,7,7681
1970-01-01 00:00:00.000001997,3,3,1,10837
1970-01-01 00:00:00.000001997,3,4,2,11909
